HMT	NOTES	BM-MEAN	BM-SD	BM-PREV	HP-MEAN	HP-SD	HP-PREV	KG-MEAN	KG-SD	KG-PREV	PT-MEAN	PT-SD	PT-PREV	ST-MEAN	ST-SD	ST-PREV	SUBP-MEAN	SUBP-SD	SUBP-PREV	SUPP-MEAN	SUPP-SD	SUPP-PREV	SV-MEAN	SV-SD	SV-PREV	TD-MEAN	TD-SD	TD-PREV	TH-MEAN	TH-SD	TH-PREV
HMT-107	reads equally close to L orale and L. umeanse were assigned half to each taxon; reads equally close to L. orale, L. saburreum, and L. umeanse were assigned one third to each taxon; 	0.076	0.095	84.416	0.153	0.142	92.208	0.015	0.035	45.455	0.376	0.335	97.403	0.001	0.006	9.091	0.097	0.147	74.026	0.094	0.163	64.935	0.128	0.128	84.416	0.359	0.382	98.701	0.487	0.599	92.208
HMT-108	reads equally close to O. asaccharolyticum, O. parvum, and O. sinus were assigned one third to each taxon; 	0.05	0.077	71.429	0.19	0.181	100.0	0.006	0.013	35.065	0.324	0.244	100.0	0.001	0.003	5.195	0.02	0.039	50.649	0.018	0.047	46.753	0.75	0.851	94.805	0.405	0.287	97.403	0.407	0.356	96.104
HMT-109		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-110	reads equally close to P. micra and P. sp. HMT 110 were assigned half to each taxon; 	0.005	0.012	23.377	0.033	0.06	50.649	0.001	0.003	7.792	0.069	0.182	51.948	0.0	0.0	0.0	0.052	0.093	54.545	0.008	0.017	28.571	0.021	0.048	38.961	0.035	0.073	40.26	0.032	0.1	44.156
HMT-111	reads equally close to P. micra and P. sp. HMT 110 were assigned half to each taxon; 	0.005	0.012	23.377	0.033	0.06	50.649	0.001	0.003	7.792	0.069	0.182	51.948	0.0	0.0	0.0	0.052	0.093	54.545	0.008	0.017	28.571	0.021	0.048	38.961	0.035	0.073	40.26	0.032	0.1	44.156
HMT-112		0.037	0.081	40.26	0.214	0.291	76.623	0.005	0.017	11.688	0.209	0.303	76.623	0.0	0.0	0.0	0.037	0.121	27.273	0.011	0.035	16.883	0.3	0.541	63.636	0.147	0.154	74.026	0.224	0.258	76.623
HMT-113		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-114		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-115		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-116		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-117		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-118		0.018	0.044	32.468	0.011	0.029	23.377	0.002	0.009	5.195	0.156	0.593	38.961	1.684	5.513	35.065	0.215	0.412	59.74	0.054	0.139	28.571	0.106	0.15	55.844	0.006	0.022	10.39	0.049	0.201	28.571
HMT-119		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-120		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-121		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-122		0.045	0.097	44.156	0.21	0.316	75.325	0.004	0.015	10.39	0.366	0.508	74.026	0.0	0.002	1.299	0.024	0.106	14.286	0.006	0.03	7.792	0.678	0.915	85.714	0.416	0.566	80.519	0.627	0.783	83.117
HMT-123		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-124		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-125		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-126		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-127		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-128		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-129		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-130		0.023	0.05	33.766	0.008	0.025	18.182	0.022	0.083	15.584	0.009	0.023	19.481	0.0	0.004	1.299	0.817	1.551	71.429	0.675	1.274	74.026	0.221	0.324	68.831	0.002	0.014	5.195	0.017	0.059	18.182
HMT-131		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-132		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-133		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-134		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-135		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-136	reads equally close to S. sp. HMT 136 and S. sp. HMT 149 were assigned half to each taxon; 	0.022	0.043	41.558	0.124	0.213	70.13	0.004	0.01	18.182	0.411	0.782	84.416	0.0	0.0	0.0	0.021	0.125	19.481	0.01	0.035	15.584	1.456	1.941	90.909	0.204	0.533	72.727	0.59	0.903	83.117
HMT-137		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-138	reads equally close to S. sp. HMT 138 and S. sp. HMT 892 were assigned half to each taxon; 	0.002	0.006	14.286	0.001	0.005	3.896	0.001	0.003	2.597	0.003	0.013	9.091	0.0	0.0	0.0	0.036	0.086	42.857	0.026	0.059	32.468	0.021	0.061	31.169	0.0	0.002	1.299	0.01	0.078	6.494
HMT-139		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-141		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-142		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-145		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-146		0.007	0.034	11.688	0.001	0.007	5.195	0.0	0.002	1.299	0.014	0.066	10.39	0.0	0.0	0.0	0.097	0.347	33.766	0.049	0.138	33.766	0.019	0.059	16.883	0.001	0.006	2.597	0.015	0.067	12.987
HMT-148		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-149	reads equally close to S. sp. HMT 136 and S. sp. HMT 149 were assigned half to each taxon; 	0.013	0.026	36.364	0.079	0.161	70.13	0.002	0.006	18.182	0.263	0.522	79.221	0.0	0.0	0.0	0.02	0.125	19.481	0.009	0.034	14.286	0.961	1.334	89.61	0.122	0.3	68.831	0.358	0.568	81.818
HMT-150		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-151		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-152		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-153		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-154		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-155		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-158		0.699	0.966	88.312	1.916	2.008	94.805	0.172	0.316	66.234	2.701	3.422	90.909	0.005	0.016	11.688	0.019	0.049	31.169	0.019	0.047	35.065	3.011	2.887	93.506	3.05	3.326	94.805	1.709	2.579	92.208
HMT-160	reads equally close to V. dispar strain DSM 20735 and V. parvula clone BU083 were assigned to V. dispar; reads equally close to V. parvula clone _X002 and V. dispar clone _X031 were assigned to V. parvula; 	0.887	1.422	94.805	2.548	2.63	98.701	0.344	0.624	76.623	3.45	3.031	100.0	0.017	0.043	25.974	0.529	0.855	79.221	0.419	0.516	85.714	4.538	3.692	97.403	6.082	4.493	100.0	3.627	2.92	100.0
HMT-161	reads equally close to V. dispar strain DSM 20735 and V. parvula clone BU083 were assigned to V. dispar; reads equally close to V. parvula clone _X002 and V. dispar clone _X031 were assigned to V. parvula; 	1.305	2.208	89.61	0.201	0.287	77.922	1.352	2.838	80.519	0.108	0.27	66.234	0.018	0.07	15.584	3.345	4.557	98.701	2.908	4.142	98.701	1.099	1.075	89.61	0.069	0.216	55.844	0.18	0.541	64.935
HMT-163		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-164		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-165		0.045	0.072	59.74	0.168	0.197	84.416	0.019	0.093	32.468	0.381	0.405	93.506	0.002	0.009	2.597	0.226	0.254	74.026	0.101	0.221	58.442	0.424	0.499	84.416	0.352	0.349	90.909	0.348	0.454	90.909
HMT-166		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-167		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-168		0.007	0.022	16.883	0.032	0.059	37.662	0.003	0.015	6.494	0.04	0.081	36.364	0.0	0.0	0.0	0.006	0.032	9.091	0.002	0.008	7.792	0.035	0.133	28.571	0.042	0.08	38.961	0.057	0.091	44.156
HMT-169	reads equally close to A. sp. HMT 169 and A. sp. HMT 175 were assigned half to each taxon; 	0.502	1.062	80.519	0.067	0.143	71.429	0.143	0.389	58.442	0.022	0.049	41.558	0.0	0.0	1.299	1.554	3.204	89.61	1.923	3.593	92.208	0.103	0.157	64.935	0.006	0.018	25.974	0.022	0.047	40.26
HMT-170		0.167	0.38	61.039	0.04	0.113	33.766	0.064	0.267	32.468	0.005	0.013	12.987	0.0	0.0	0.0	0.714	1.103	80.519	1.156	2.43	83.117	0.042	0.12	36.364	0.001	0.01	1.299	0.125	1.001	18.182
HMT-171	reads equally close to A. viscosus and A. sp. HMT 171 were assigned half to each taxon; 	0.071	0.267	57.143	0.021	0.034	46.753	0.013	0.053	20.779	0.005	0.012	22.078	0.0	0.003	1.299	1.087	1.672	89.61	1.198	1.877	93.506	0.045	0.125	49.351	0.002	0.006	10.39	0.095	0.719	23.377
HMT-172	reads equally close to S. sp. HMT 172 and S. sp. HMT 180 were assigned half to each taxon; reads equally close to S. odontolytica, S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; reads equally close to S. meyeri, S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; reads equally close to S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; 	0.219	0.411	83.117	0.997	1.172	97.403	0.068	0.175	50.649	1.612	1.689	97.403	0.001	0.004	9.091	0.101	0.408	55.844	0.069	0.141	59.74	0.712	0.913	92.208	2.933	2.848	100.0	1.98	1.935	97.403
HMT-173		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-174		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-175	reads equally close to A. sp. HMT 169 and A. sp. HMT 175 were assigned half to each taxon; 	0.524	1.07	83.117	0.074	0.146	71.429	0.168	0.42	59.74	0.022	0.049	41.558	0.0	0.0	1.299	1.619	3.268	89.61	2.029	3.68	94.805	0.106	0.16	64.935	0.007	0.018	25.974	0.024	0.048	41.558
HMT-176		0.07	0.141	61.039	0.028	0.051	41.558	0.014	0.029	28.571	0.012	0.026	28.571	0.001	0.004	2.597	1.008	1.084	90.909	0.958	1.107	85.714	0.057	0.151	44.156	0.003	0.012	11.688	0.02	0.077	25.974
HMT-178		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-179		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-180	reads equally close to S. sp. HMT 172 and S. sp. HMT 180 were assigned half to each taxon; reads equally close to S. odontolytica, S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; reads equally close to S. meyeri, S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; reads equally close to S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; reads equally close to S. meyeri and S. sp. HMT 180 were assigned half to each taxon; 	0.225	0.414	84.416	1.027	1.179	97.403	0.073	0.179	53.247	1.714	1.753	97.403	0.001	0.004	9.091	0.174	0.447	74.026	0.084	0.146	71.429	0.738	0.905	93.506	2.969	2.888	100.0	2.198	2.188	98.701
HMT-181	reads equally close to S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were assigned one third to each taxon; 	0.192	0.343	79.221	0.756	0.941	96.104	0.034	0.092	33.766	0.543	0.562	97.403	0.002	0.011	9.091	0.008	0.031	16.883	0.005	0.014	12.987	0.513	0.586	89.61	1.393	1.505	100.0	0.58	0.547	96.104
HMT-182		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-183		0.109	0.845	16.883	0.004	0.015	10.39	0.003	0.011	7.792	0.001	0.007	3.896	0.0	0.0	0.0	0.518	1.156	64.935	0.496	0.976	63.636	0.025	0.113	19.481	0.0	0.002	1.299	0.004	0.015	7.792
HMT-184		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-185		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-186		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-187		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-188	reads equally close to R. aeria and R. dentocariosa were assigned half to each taxon; 	0.794	1.965	97.403	0.194	0.374	93.506	0.131	0.362	63.636	0.061	0.172	59.74	0.001	0.003	5.195	3.671	4.098	96.104	4.889	4.665	97.403	0.415	0.621	88.312	0.018	0.034	49.351	0.14	0.835	59.74
HMT-189		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-190		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-191		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-192		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-193		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-194		0.028	0.144	15.584	0.004	0.013	10.39	0.004	0.02	6.494	0.002	0.009	3.896	0.0	0.0	0.0	0.27	0.635	36.364	0.451	1.327	40.26	0.013	0.055	14.286	0.001	0.005	3.896	0.003	0.014	3.896
HMT-195		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-196		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-197		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-198		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-199		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-200	reads equally close to F. nucleatum subsp. polymorphum and F. nucleatum subsp. vincentii were assigned half to each taxon; reads equally close to F. nucleatum subsp. polymorphum, F. nucleatum subsp. vincentii, and F. polymorphum were assigned one third to each taxon; 	0.237	0.367	85.714	0.05	0.061	76.623	0.306	1.121	75.325	1.65	4.563	88.312	0.0	0.0	0.0	3.421	6.906	97.403	1.111	1.575	97.403	0.331	0.59	81.818	0.037	0.076	53.247	0.458	2.347	68.831
HMT-201	reads equally close to F. periodonticum and F. sp. HMT 370 were assigned half to each taxon; 	0.264	0.45	88.312	0.529	0.578	94.805	0.048	0.118	54.545	1.23	1.16	96.104	0.001	0.003	5.195	0.064	0.145	59.74	0.062	0.194	64.935	0.669	0.638	93.506	1.422	1.422	93.506	0.965	1.112	94.805
HMT-202	reads equally close to F. nucleatum subsp. polymorphum and F. nucleatum subsp. vincentii were assigned half to each taxon; reads equally close to F. nucleatum subsp. polymorphum, F. nucleatum subsp. vincentii, and F. polymorphum were assigned one third to each taxon; 	0.143	0.303	83.117	0.022	0.032	62.338	0.199	0.408	75.325	0.187	0.969	74.026	0.0	0.0	0.0	0.659	0.571	97.403	0.611	0.832	96.104	0.099	0.13	76.623	0.015	0.031	45.455	0.127	0.812	50.649
HMT-203		0.014	0.033	25.974	0.01	0.019	25.974	0.007	0.028	9.091	0.073	0.167	44.156	0.0	0.0	0.0	0.358	0.986	45.455	0.095	0.228	35.065	0.031	0.114	27.273	0.006	0.018	16.883	0.088	0.363	27.273
HMT-204		0.012	0.052	19.481	0.002	0.007	6.494	0.002	0.007	9.091	0.039	0.127	33.766	0.0	0.0	0.0	0.294	0.674	62.338	0.042	0.079	45.455	0.027	0.086	31.169	0.0	0.002	2.597	0.011	0.054	14.286
HMT-205		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-206		0.289	0.936	28.571	0.06	0.184	23.377	0.143	0.777	18.182	0.071	0.289	18.182	0.0	0.0	0.0	0.004	0.021	9.091	0.003	0.014	6.494	0.176	0.798	20.779	0.008	0.032	11.688	0.155	0.744	18.182
HMT-207		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-208		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-209		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-211		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-212		0.093	0.121	75.325	0.05	0.092	54.545	0.053	0.184	33.766	0.021	0.042	46.753	0.0	0.0	0.0	0.667	0.868	80.519	0.836	1.035	88.312	0.142	0.385	63.636	0.011	0.024	29.87	0.024	0.063	27.273
HMT-213		0.118	0.424	51.948	0.015	0.049	25.974	0.037	0.174	23.377	0.008	0.022	19.481	0.0	0.0	0.0	0.258	0.462	64.935	0.585	1.213	72.727	0.056	0.119	44.156	0.007	0.02	20.779	0.013	0.047	20.779
HMT-214		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
