OLIGO	HMT	SPECIES	STRAIN_CLONE	REFSEQ	NCBI	HOMD_STATUS	NUM_BEST_HITS	BEST_PCT_ID	BEST_FULL_PCT_ID	BM_MEAN	BM_SD	HP_MEAN	HP_SD	KG_MEAN	KG_SD	PT_MEAN	PT_SD	ST_MEAN	ST_SD	SUBP_MEAN	SUBP_SD	SUPP_MEAN	SUPP_SD	SV_MEAN	SV_SD	TD_MEAN	TD_SD	TH_MEAN	TH_SD
V1V3_142_Actinobacteria	HMT-595	Corynebacterium durum	Strain: F0235b	595F235b	tbd	Named	1	100.0	100.0	0.01		0.03		0.00		0.00		0.00		0.35		0.56		0.01		0.00		0.01		
V1V3_143_Firmicutes	HMT-780	Veillonella sp. HMT 780	Strain: F0009	780F0009	GQ422743	Unnamed	1	99.609	99.609	0.02		0.02		0.38		0.05		0.00		0.00		0.00		0.02		0.00		0.48		
V1V3_143_Firmicutes	HMT-780	Veillonella sp. HMT 780	Clone: HB016	780_7189	DQ087189	Unnamed	1	99.609	99.609	0.02		0.02		0.38		0.05		0.00		0.00		0.00		0.02		0.00		0.48		
V1V3_144_Bacteroidetes	HMT-337	Capnocytophaga gingivalis	Strain: S3	337-S3	AY005073	Named	1	100.0	100.0	0.04		0.02		0.01		0.11		0.00		0.28		0.33		0.05		0.06		0.09		
V1V3_145_Gammaproteobacteria	HMT-851	Haemophilus haemolyticus	Strain: F0397	851F0397	HM596277	Named	1	100.0	100.0	0.19		0.06		0.48		0.08		0.00		0.01		0.01		0.06		0.01		0.07		
V1V3_145_Gammaproteobacteria	HMT-851	Haemophilus haemolyticus	Clone: ncd2361b09c1	851N000A	JF199888	Named	1	100.0	100.0	0.19		0.06		0.48		0.08		0.00		0.01		0.01		0.06		0.01		0.07		
V1V3_146_TM7	HMT-870	Saccharibacteria (TM7) [G-6] bacterium HMT 870	Clone: 4W45	870_4W45	KM018322	Phylotype	1	100.0	100.0	0.04		0.05		0.01		0.12		0.00		0.04		0.07		0.39		0.10		0.14		
V1V3_147_Actinobacteria	HMT-739	Arachnia propionica	Strain: DSM 43307	739_5953	AJ315953	Named	1	99.559	100.0	0.01		0.01		0.01		0.01		0.00		0.46		0.45		0.01		0.00		0.00		
V1V3_148_Bacteroidetes	HMT-930	Porphyromonas sp. HMT 930	Clone: 071041_260	930_8499	JQ468499	Phylotype	1	99.07	99.07	0.16		0.05		0.62		0.05		0.00		0.01		0.01		0.03		0.00		0.02		
V1V3_149_Firmicutes	HMT-411	Streptococcus parasanguinis clade 411	Clone: SJTU_F_10_28	411_9017	EF399017	Named	1	99.609	99.609	0.07		0.12		0.02		0.16		0.00		0.01		0.01		0.11		0.30		0.14		
V1V3_149_Firmicutes	HMT-411	Streptococcus parasanguinis clade 411	Clone: C2MKM006	411_8629	AY278629	Named	1	99.609	99.609	0.07		0.12		0.02		0.16		0.00		0.01		0.01		0.11		0.30		0.14		
V1V3_149_Firmicutes	HMT-411	Streptococcus parasanguinis clade 411	Clone: C4MKM110	411_8634	AY278634	Named	1	99.609	99.609	0.07		0.12		0.02		0.16		0.00		0.01		0.01		0.11		0.30		0.14		
V1V3_150_Firmicutes	HMT-419	Stomatobaculum longum	Clone: C4ALM087	419_8618	AY278618	Named	1	100.0	100.0	0.03		0.08		0.00		0.21		0.00		0.02		0.01		0.07		0.18		0.32		
V1V3_151_Fusobacteria	HMT-213	Leptotrichia hongkongensis	Clone: DA069	213DA069	AF287811	Named	1	100.0	100.0	0.09		0.01		0.03		0.01		0.00		0.22		0.51		0.05		0.01		0.01		
V1V3_152_Gammaproteobacteria	HMT-718	Haemophilus parainfluenzae	Clone: ncd81b03c1	718N000A	HM255881	Named	1	99.609	99.609	0.08		0.06		0.26		0.09		0.00		0.05		0.15		0.09		0.07		0.08		
V1V3_152_Gammaproteobacteria	HMT-718	Haemophilus parainfluenzae	Strain: CIP 102513	718_3530	EU083530	Named	1	99.609	99.609	0.08		0.06		0.26		0.09		0.00		0.05		0.15		0.09		0.07		0.08		
V1V3_153_Bacteroidetes	HMT-326	Capnocytophaga sp. HMT 326	Strain: F0382	326F0382	tbd	Unnamed	1	100.0	100.0	0.03		0.01		0.01		0.01		0.00		0.48		0.34		0.03		0.00		0.00		
V1V3_154_Actinobacteria	HMT-866	Actinomyces graevenitzii	Strain: F0530	866F0530	tbd	Named	1	98.69	100.0	0.02		0.16		0.00		0.12		0.00		0.00		0.00		0.06		0.33		0.21		
V1V3_154_Actinobacteria	HMT-866	Actinomyces graevenitzii	Strain: CCUG 27294	866_2167	NR_042167	Named	1	98.69	100.0	0.02		0.16		0.00		0.12		0.00		0.00		0.00		0.06		0.33		0.21		
V1V3_155_Betaproteobacteria	HMT-476	Neisseria subflava	Strain: U37	476_9291	AJ239291	Named	1	99.608	99.608	0.03		0.02		0.00		0.00		0.00		0.33		0.32		0.17		0.00		0.02		
V1V3_156_Firmicutes	HMT-161	Veillonella parvula	Clone: BU083	161BU083	AF366266	Named	2	99.219	99.219	0.05		0.13		0.02		0.12		0.00		0.00		0.00		0.24		0.20		0.12		
V1V3_156_Firmicutes	HMT-160	Veillonella dispar	Strain: DSM 20735	160Vdisp	X84006	Named	2	99.219	99.219	0.05		0.13		0.02		0.12		0.00		0.00		0.00		0.24		0.20		0.12		
V1V3_157_Betaproteobacteria	HMT-022	Lautropia mirabilis	Strain: Fredericksen	022_3223	X73223	Named	1	98.431	98.431	0.04		0.01		0.01		0.02		0.00		0.28		0.39		0.11		0.00		0.01		
V1V3_158_Firmicutes	HMT-158	Veillonella rogosae	Strain: F0412	158F0412	tbd	Named	1	99.609	99.609	0.05		0.10		0.01		0.19		0.00		0.00		0.00		0.17		0.25		0.10		
V1V3_158_Firmicutes	HMT-158	Veillonella rogosae	Clone: BI029	158BI029	GQ422725	Named	1	99.609	99.609	0.05		0.10		0.01		0.19		0.00		0.00		0.00		0.17		0.25		0.10		
V1V3_159_Actinobacteria	HMT-448	Actinomyces sp. HMT 448	Strain: F0400	448F0400	tbd	Unnamed	1	100.0	100.0	0.01		0.00		0.00		0.00		0.00		0.61		0.23		0.00		0.00		0.00		
V1V3_159_Actinobacteria	HMT-448	Actinomyces sp. HMT 448	Clone: 071059_594	448_3317	JQ473317	Unnamed	1	100.0	100.0	0.01		0.00		0.00		0.00		0.00		0.61		0.23		0.00		0.00		0.00		
V1V3_160_Actinobacteria	HMT-170	Actinomyces sp. HMT 170	Clone: AP064	170AP064	AF287749	Unnamed	1	99.559	100.0	0.12		0.04		0.06		0.00		0.00		0.31		0.31		0.01		0.00		0.01		
V1V3_161_Fusobacteria	HMT-392	Leptotrichia sp. HMT 392	Clone: P2PB_51	392_7053	AY207053	Phylotype	1	100.0	100.0	0.03		0.01		0.01		0.01		0.00		0.29		0.44		0.05		0.01		0.01		
V1V3_162_TM7	HMT-346	Saccharibacteria (TM7) [G-1] bacterium HMT 346	Clone: AH040	346AH040	AF125204	Phylotype	2	97.447	97.447	0.01		0.01		0.00		0.01		0.00		0.57		0.11		0.14		0.00		0.00		
V1V3_162_TM7	HMT-355	Saccharibacteria (TM7) [G-4] bacterium HMT 355	Clone: _F061	355_F061	AF125205	Phylotype	2	97.447	97.447	0.01		0.01		0.00		0.01		0.00		0.57		0.11		0.14		0.00		0.00		
V1V3_163_Fusobacteria	HMT-420	Fusobacterium nucleatum subsp. animalis	Clone: C4AKM033	420_8617	AY278617	Named	1	100.0	100.0	0.02		0.01		0.00		0.08		0.00		0.49		0.13		0.05		0.01		0.06		
V1V3_164_Bacteroidetes	HMT-273	Porphyromonas endodontalis	Strain: ATCC 35406	273_6491	L16491	Named	1	100.0	100.0	0.01		0.01		0.00		0.33		0.00		0.33		0.04		0.09		0.00		0.04		
V1V3_165_Actinobacteria	HMT-666	Corynebacterium matruchotii	Strain: ChDC OS35	666_3287	AF543287	Named	1	99.558	99.558	0.01		0.01		0.00		0.00		0.00		0.30		0.49		0.02		0.00		0.01		
V1V3_166_Bacteroidetes	HMT-206	Bergeyella sp. HMT 206	Clone: 3P2-77	206N109B	EF419382	Phylotype	1	100.0	100.0	0.26		0.05		0.14		0.06		0.00		0.00		0.00		0.17		0.01		0.14		
V1V3_167_Betaproteobacteria	HMT-101	Neisseria perflava	Strain: Branham 7078	101N065A	NR_117694	Named	1	99.608	99.608	0.03		0.08		0.00		0.20		0.00		0.00		0.00		0.08		0.24		0.19		
V1V3_168_Bacteroidetes	HMT-572	Prevotella veroralis	Strain: JCM 6290	572_3124	NR_113124	Named	1	100.0	100.0	0.02		0.06		0.00		0.18		0.00		0.02		0.02		0.14		0.18		0.21		
V1V3_168_Bacteroidetes	HMT-572	Prevotella veroralis	Clone: 071062_262	572_4079	JQ474079	Named	1	100.0	100.0	0.02		0.06		0.00		0.18		0.00		0.02		0.02		0.14		0.18		0.21		
V1V3_168_Bacteroidetes	HMT-572	Prevotella veroralis	Strain: ATCC 33779	572_6473	L16473	Named	1	100.0	100.0	0.02		0.06		0.00		0.18		0.00		0.02		0.02		0.14		0.18		0.21		
V1V3_169_Bacteroidetes	HMT-274	Bacteroidales [G-2] bacterium HMT 274	Clone: AU126	274AU126	AY005072	Unnamed	1	99.535	99.535	0.01		0.00		0.00		0.12		0.00		0.44		0.17		0.05		0.00		0.01		
V1V3_169_Bacteroidetes	HMT-274	Bacteroidales [G-2] bacterium HMT 274	Clone: 071040_120	274_8173	JQ468173	Unnamed	1	99.535	99.535	0.01		0.00		0.00		0.12		0.00		0.44		0.17		0.05		0.00		0.01		
V1V3_170_Bacteroidetes	HMT-572	Prevotella veroralis	Strain: JCM 6290	572_3124	NR_113124	Named	1	99.535	99.535	0.04		0.13		0.01		0.17		0.00		0.01		0.01		0.17		0.13		0.16		
V1V3_170_Bacteroidetes	HMT-572	Prevotella veroralis	Clone: 071062_262	572_4079	JQ474079	Named	1	99.535	99.535	0.04		0.13		0.01		0.17		0.00		0.01		0.01		0.17		0.13		0.16		
V1V3_170_Bacteroidetes	HMT-572	Prevotella veroralis	Strain: ATCC 33779	572_6473	L16473	Named	1	99.535	99.535	0.04		0.13		0.01		0.17		0.00		0.01		0.01		0.17		0.13		0.16		
V1V3_171_Bacteroidetes	HMT-795	Prevotella shahii	Strain: JCM 12083	795_8825	AB108825	Named	1	100.0	100.0	0.02		0.08		0.00		0.17		0.00		0.04		0.03		0.10		0.15		0.21		
V1V3_172_TM7	HMT-349	Saccharibacteria (TM7) [G-1] bacterium HMT 349	Clone: BS003	349BS003	AY005448	Phylotype	1	100.0	100.0	0.01		0.01		0.00		0.02		0.00		0.40		0.23		0.12		0.00		0.01		
V1V3_173_Firmicutes	HMT-644	Streptococcus intermedius	Strain: ATCC27335	644_4671	AF104671	Named	1	100.0	100.0	0.02		0.01		0.06		0.05		0.00		0.41		0.10		0.03		0.00		0.12		
V1V3_174_Firmicutes	HMT-411	Streptococcus parasanguinis clade 411	Clone: C5AKM109	411_8635	AY278635	Named	3	100.0	100.0	0.03		0.10		0.00		0.14		0.00		0.00		0.00		0.09		0.30		0.14		
V1V3_174_Firmicutes	HMT-057	Streptococcus sp. HMT 057	Clone: BE024	057BE024	AF385550	Lost	3	100.0	100.0	0.03		0.10		0.00		0.14		0.00		0.00		0.00		0.09		0.30		0.14		
V1V3_174_Firmicutes	HMT-728	Streptococcus peroris	Strain: GTC848	728_8314	AB008314	Named	3	100.0	100.0	0.03		0.10		0.00		0.14		0.00		0.00		0.00		0.09		0.30		0.14		
V1V3_175_Firmicutes	HMT-130	Selenomonas noxia	Strain: ATCC 43541	130Snoxi	AF287799	Named	1	100.0	100.0	0.01		0.00		0.01		0.00		0.00		0.41		0.26		0.09		0.00		0.01		
V1V3_176_Actinobacteria	HMT-180	Schaalia sp. HMT 180	Strain: Hal-1083	180H1083	AF385522	Unnamed	2	98.678	99.115	0.02		0.14		0.00		0.13		0.00		0.00		0.00		0.08		0.30		0.12		
V1V3_176_Actinobacteria	HMT-172	Schaalia sp. HMT 172	Clone: CT047	172CT047	AF385504	Unnamed	2	98.678	99.115	0.02		0.14		0.00		0.13		0.00		0.00		0.00		0.08		0.30		0.12		
V1V3_177_Betaproteobacteria	HMT-706	Kingella oralis	Strain: CCUG 30450	706_6164	L06164	Named	1	100.0	99.216	0.03		0.00		0.01		0.00		0.00		0.34		0.39		0.01		0.00		0.00		
V1V3_178_Bacteroidetes	HMT-299	Prevotella nanceiensis	Clone: BI027	299BI027	AY005064	Named	1	99.535	99.535	0.04		0.13		0.02		0.07		0.00		0.00		0.00		0.26		0.19		0.08		
V1V3_179_Gammaproteobacteria	HMT-718	Haemophilus parainfluenzae	Clone: ncd81b03c1	718N000A	HM255881	Named	1	99.609	99.609	0.09		0.08		0.45		0.04		0.00		0.01		0.01		0.04		0.02		0.03		
V1V3_179_Gammaproteobacteria	HMT-718	Haemophilus parainfluenzae	Strain: CIP 102513	718_3530	EU083530	Named	1	99.609	99.609	0.09		0.08		0.45		0.04		0.00		0.01		0.01		0.04		0.02		0.03		
V1V3_180_Actinobacteria	HMT-194	Arachnia rubra	Clone: BN085	194BN085	AF287757	Phylotype	1	100.0	100.0	0.03		0.00		0.00		0.00		0.00		0.27		0.45		0.01		0.00		0.00		
V1V3_181_Betaproteobacteria	HMT-211	Acidovorax caeni	Strain: R-24608	211N113A	NR_042427	Named	1	93.75	94.118	0.02		0.06		0.01		0.00		0.00		0.01		0.00		0.53		0.01		0.12		
V1V3_182_Actinobacteria	HMT-666	Corynebacterium matruchotii	Strain: CIP 81.82	666_2065	X82065	Named	1	99.119	99.558	0.01		0.00		0.00		0.00		0.00		0.32		0.44		0.00		0.00		0.00		
V1V3_183_Spirochaetes	HMT-231	Treponema sp. HMT 231	Clone: _T021	231_T021	AF023055	Phylotype	1	100.0	100.0	0.02		0.01		0.00		0.21		0.00		0.34		0.12		0.02		0.00		0.04		
V1V3_184_Actinobacteria	HMT-666	Corynebacterium matruchotii	Strain: ChDC OS35	666_3287	AF543287	Named	1	99.115	99.115	0.01		0.00		0.00		0.00		0.00		0.31		0.44		0.00		0.00		0.00		
V1V3_185_TM7	HMT-351	Saccharibacteria (TM7) [G-3] bacterium HMT 351	Clone: CW040	351CW040	AF385506	Phylotype	1	99.574	99.574	0.01		0.02		0.00		0.03		0.00		0.00		0.00		0.65		0.02		0.04		
V1V3_186_Fusobacteria	HMT-222	Leptotrichia wadei	Strain: A39FD	222_7816	AF287816	Named	1	100.0	100.0	0.04		0.01		0.06		0.02		0.00		0.34		0.26		0.01		0.00		0.01		
V1V3_187_Actinobacteria	HMT-666	Corynebacterium matruchotii	Strain: CIP 81.82	666_2065	X82065	Named	1	99.115	99.115	0.03		0.00		0.01		0.00		0.00		0.32		0.39		0.00		0.00		0.00		
V1V3_188_Actinobacteria	HMT-180	Schaalia sp. HMT 180	Strain: Hal-1083	180H1083	AF385522	Unnamed	2	98.238	98.673	0.00		0.03		0.00		0.16		0.00		0.00		0.00		0.05		0.31		0.20		
V1V3_188_Actinobacteria	HMT-172	Schaalia sp. HMT 172	Clone: CT047	172CT047	AF385504	Unnamed	2	98.238	98.673	0.00		0.03		0.00		0.16		0.00		0.00		0.00		0.05		0.31		0.20		
V1V3_189_Firmicutes	HMT-122	Megasphaera micronuciformis	Clone: 16sps19-3e12.p1k	122_6527	FM996527	Named	1	99.219	99.219	0.02		0.07		0.00		0.12		0.00		0.01		0.00		0.20		0.12		0.20		
V1V3_189_Firmicutes	HMT-122	Megasphaera micronuciformis	Clone: BU057	122BU057	AF385566	Named	1	99.219	99.219	0.02		0.07		0.00		0.12		0.00		0.01		0.00		0.20		0.12		0.20		
V1V3_190_Betaproteobacteria	HMT-476	Neisseria subflava	Strain: U37	476_9291	AJ239291	Named	1	99.216	99.216	0.01		0.07		0.00		0.01		0.00		0.11		0.10		0.05		0.36		0.02		
V1V3_191_Firmicutes	HMT-467	Peptostreptococcaceae [XI][G-1] [Eubacterium] sulci	Strain: ATCC 35585	467_6963	AJ006963	Named	1	100.0	100.0	0.02		0.19		0.00		0.12		0.00		0.00		0.00		0.12		0.14		0.15		
V1V3_192_Firmicutes	HMT-130	Selenomonas noxia	Clone: CI002	130CI002	AF287798	Named	1	100.0	100.0	0.01		0.00		0.01		0.01		0.00		0.32		0.25		0.11		0.00		0.01		
V1V3_193_Bacteroidetes	HMT-306	Prevotella sp. HMT 306	Clone: DO027	306DO027	AF385511	Unnamed	2	99.07	99.07	0.02		0.11		0.00		0.16		0.00		0.00		0.00		0.11		0.09		0.23		
V1V3_193_Bacteroidetes	HMT-314	Prevotella sp. HMT 314	Clone: FU048	314FU048	AY349393	Unnamed	2	99.07	99.07	0.02		0.11		0.00		0.16		0.00		0.00		0.00		0.11		0.09		0.23		
V1V3_194_Actinobacteria	HMT-866	Actinomyces graevenitzii	Strain: F0530	866F0530	tbd	Named	1	98.678	99.115	0.01		0.06		0.00		0.17		0.00		0.00		0.00		0.06		0.25		0.15		
V1V3_194_Actinobacteria	HMT-866	Actinomyces graevenitzii	Strain: CCUG 27294	866_2167	NR_042167	Named	1	98.678	99.115	0.01		0.06		0.00		0.17		0.00		0.00		0.00		0.06		0.25		0.15		
V1V3_195_Firmicutes	HMT-596	Granulicatella elegans	Strain: 2640-91	596_5408	Y15408	Named	1	99.219	99.219	0.31		0.04		0.09		0.12		0.00		0.00		0.00		0.03		0.00		0.12		
V1V3_195_Firmicutes	HMT-596	Granulicatella elegans	Clone: ncd32a06c1	596_2532	HM252532	Named	1	99.219	99.219	0.31		0.04		0.09		0.12		0.00		0.00		0.00		0.03		0.00		0.12		
V1V3_196_Fusobacteria	HMT-420	Fusobacterium nucleatum subsp. animalis	Strain: NCTC 12276	420_5404	X55404	Named	1	99.605	99.605	0.02		0.00		0.01		0.14		0.00		0.38		0.10		0.03		0.00		0.04		
V1V3_196_Fusobacteria	HMT-420	Fusobacterium nucleatum subsp. animalis	Clone: C4AKM033	420_8617	AY278617	Named	1	99.605	99.605	0.02		0.00		0.01		0.14		0.00		0.38		0.10		0.03		0.00		0.04		
V1V3_197_Bacteroidetes	HMT-303	Prevotella pleuritidis	Clone: 102D01	303_9992	AM419992	Named	1	100.0	100.0	0.01		0.01		0.00		0.14		0.00		0.40		0.03		0.07		0.00		0.05		
V1V3_198_Firmicutes	HMT-058	Streptococcus oralis subsp. dentisani clade 058	Clone: BW009	058BW009	AY005042	Named	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-058	Streptococcus oralis subsp. dentisani clade 058	Clone: BM035	058BM035	AY005043	Named	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-071	Streptococcus oralis subsp. tigurinus clade 071	Strain: AZ_3a	071_8234	NR_118234	Named	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-071	Streptococcus oralis subsp. tigurinus clade 071	Clone: C3ALM006	071_8631	AY278631	Named	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-071	Streptococcus oralis subsp. tigurinus clade 071	Clone: P4PA_13	071_7062	AY207062	Named	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-074	Streptococcus sp. HMT 074	Strain: T4-E3	074-T4E3	AF385526	Lost	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-070	Streptococcus oralis subsp. tigurinus clade 070	Strain: Hans 7A	070-7A	AY005040	Unnamed	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-677	Streptococcus mitis	Strain: ATCC 49456	677_3929	AF003929	Named	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-734	Streptococcus pneumoniae	Strain: ATCC 33400	734_3930	AF003930	Named	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-423	Streptococcus sp. HMT 423	Clone: C2MKM128	423_8630	AY278630	Lost	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-431	Streptococcus infantis clade 431	Clone: C4AKM023	431_8633	AY278633	Named	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-398	Streptococcus oralis subsp. dentisani clade 398	Strain: SK34	398_5045	AY005045	Named	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-073	Streptococcus australis	Strain: ATCC 700641	073_4974	AF184974	Named	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-073	Streptococcus australis	Strain: T1-E5	073-T1E5	AF385525	Named	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-066	Streptococcus sp. HMT 066	Clone: MCE7_144	066_1230	AF481230	Unnamed	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_198_Firmicutes	HMT-578	Streptococcus cristatus clade 578	Strain: NCTC 12479	578_8313	AB008313	Named	12	100.0	99.219	0.28		0.04		0.07		0.16		0.00		0.01		0.01		0.04		0.01		0.07		
V1V3_199_Firmicutes	HMT-058	Streptococcus oralis subsp. dentisani clade 058	Clone: C3MLM097	058_8632	AY278632	Named	7	99.609	99.609	0.05		0.10		0.02		0.12		0.00		0.02		0.02		0.15		0.13		0.08		
V1V3_199_Firmicutes	HMT-061	Streptococcus sp. HMT 061	Clone: DN025	061DN025	AF432131	Lost	7	99.609	99.609	0.05		0.10		0.02		0.12		0.00		0.02		0.02		0.15		0.13		0.08		
V1V3_199_Firmicutes	HMT-707	Streptococcus oralis subsp. oralis	Strain: ATCC 35037	707_3932	AF003932	Named	7	99.609	99.609	0.05		0.10		0.02		0.12		0.00		0.02		0.02		0.15		0.13		0.08		
V1V3_199_Firmicutes	HMT-070	Streptococcus oralis subsp. tigurinus clade 070	Strain: Hans 12F	070-12F	GQ422711	Unnamed	7	99.609	99.609	0.05		0.10		0.02		0.12		0.00		0.02		0.02		0.15		0.13		0.08		
V1V3_199_Firmicutes	HMT-064	Streptococcus sp. HMT 064	Clone: C5MLM037	064_8609	AY278609	Unnamed	7	99.609	99.609	0.05		0.10		0.02		0.12		0.00		0.02		0.02		0.15		0.13		0.08		
V1V3_199_Firmicutes	HMT-638	Streptococcus infantis clade 638	Strain: ATCC 700779	638_8315	AB008315	Named	7	99.609	99.609	0.05		0.10		0.02		0.12		0.00		0.02		0.02		0.15		0.13		0.08		
V1V3_199_Firmicutes	HMT-398	Streptococcus oralis subsp. dentisani clade 398	Clone: P2PA_41	398_7051	AY207051	Named	7	99.609	99.609	0.05		0.10		0.02		0.12		0.00		0.02		0.02		0.15		0.13		0.08		
V1V3_200_Bacteroidetes	HMT-299	Prevotella nanceiensis	Clone: BI027	299BI027	AY005064	Named	1	99.535	99.535	0.03		0.09		0.10		0.07		0.00		0.00		0.00		0.15		0.16		0.09		
V1V3_201_Firmicutes	HMT-122	Megasphaera micronuciformis	Clone: BU057	122BU057	AF385566	Named	1	99.609	99.609	0.01		0.05		0.00		0.10		0.00		0.00		0.00		0.21		0.12		0.18		
V1V3_202_Fusobacteria	HMT-215	Leptotrichia sp. HMT 215	Clone: DR011	215DR011	AF385518	Unnamed	1	99.605	99.605	0.03		0.08		0.01		0.21		0.00		0.01		0.01		0.06		0.15		0.13		
V1V3_203_Gammaproteobacteria	HMT-718	Haemophilus parainfluenzae	Clone: ncd81b03c1	718N000A	HM255881	Named	1	99.609	99.609	0.05		0.06		0.06		0.10		0.00		0.00		0.01		0.12		0.21		0.09		
V1V3_203_Gammaproteobacteria	HMT-718	Haemophilus parainfluenzae	Strain: CIP 102513	718_3530	EU083530	Named	1	99.609	99.609	0.05		0.06		0.06		0.10		0.00		0.00		0.01		0.12		0.21		0.09		
V1V3_204_Bacteroidetes	HMT-275	Porphyromonas sp. HMT 275	Clone: AW032	275AW032	AF393476	Phylotype	1	99.07	99.07	0.02		0.03		0.02		0.00		0.00		0.31		0.23		0.07		0.00		0.00		
V1V3_205_Actinobacteria	HMT-180	Schaalia sp. HMT 180	Strain: Hal-1083	180H1083	AF385522	Unnamed	2	99.559	100.0	0.01		0.13		0.00		0.09		0.00		0.00		0.00		0.04		0.29		0.12		
V1V3_205_Actinobacteria	HMT-172	Schaalia sp. HMT 172	Clone: CT047	172CT047	AF385504	Unnamed	2	99.559	100.0	0.01		0.13		0.00		0.09		0.00		0.00		0.00		0.04		0.29		0.12		
V1V3_206_Fusobacteria	HMT-203	Fusobacterium sp. HMT 203	Clone: _I035	203_I035	AF287815	Unnamed	1	100.0	100.0	0.01		0.01		0.01		0.07		0.00		0.36		0.10		0.03		0.01		0.09		
V1V3_206_Fusobacteria	HMT-203	Fusobacterium sp. HMT 203	Clone: CY024	203CY024	AF287809	Unnamed	1	100.0	100.0	0.01		0.01		0.01		0.07		0.00		0.36		0.10		0.03		0.01		0.09		
V1V3_206_Fusobacteria	HMT-203	Fusobacterium sp. HMT 203	Clone: FV003	203FV003	GQ422730	Unnamed	1	100.0	100.0	0.01		0.01		0.01		0.07		0.00		0.36		0.10		0.03		0.01		0.09		
V1V3_207_Actinobacteria	HMT-181	Schaalia lingnae [Not Validly Published]	Clone: ncd2206a07c1	181_1692	JF191692	Named	1	99.115	99.115	0.03		0.14		0.01		0.04		0.00		0.00		0.00		0.10		0.25		0.06		
V1V3_208_Firmicutes	HMT-161	Veillonella parvula	Clone: BU083	161BU083	AF366266	Named	2	99.609	99.609	0.02		0.06		0.01		0.15		0.00		0.00		0.00		0.11		0.21		0.09		
V1V3_208_Firmicutes	HMT-160	Veillonella dispar	Strain: DSM 20735	160Vdisp	X84006	Named	2	99.609	99.609	0.02		0.06		0.01		0.15		0.00		0.00		0.00		0.11		0.21		0.09		
V1V3_209_Actinobacteria	HMT-180	Schaalia sp. HMT 180	Strain: C3M24	180_8611	AY278611	Unnamed	3	99.558	99.558	0.03		0.09		0.00		0.09		0.00		0.00		0.00		0.04		0.18		0.22		
V1V3_209_Actinobacteria	HMT-180	Schaalia sp. HMT 180	Strain: Hal-1083	180H1083	AF385522	Unnamed	3	99.558	99.558	0.03		0.09		0.00		0.09		0.00		0.00		0.00		0.04		0.18		0.22		
V1V3_209_Actinobacteria	HMT-172	Schaalia sp. HMT 172	Clone: CT047	172CT047	AF385504	Unnamed	3	99.558	99.558	0.03		0.09		0.00		0.09		0.00		0.00		0.00		0.04		0.18		0.22		
V1V3_209_Actinobacteria	HMT-671	Schaalia meyeri	Strain: CIP 103148	671_2451	X82451	Named	3	99.558	99.558	0.03		0.09		0.00		0.09		0.00		0.00		0.00		0.04		0.18		0.22		
V1V3_210_Bacteroidetes	HMT-309	Prevotella sp. HMT 309	Clone: DO045	309DO045	AF385515	Phylotype	1	100.0	100.0	0.01		0.04		0.00		0.12		0.00		0.00		0.00		0.24		0.06		0.18		
V1V3_210_Bacteroidetes	HMT-309	Prevotella sp. HMT 309	Clone: 3083	309_6203	FJ976203	Phylotype	1	100.0	100.0	0.01		0.04		0.00		0.12		0.00		0.00		0.00		0.24		0.06		0.18		
