Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015298-RAF	S700015974-RAF	S700016085-RAF	S700016095-RAF	S700016176-RAF	S700016661-RAF	S700016759-RAF	S700023110-RAF	S700023485-RAF	S700023853-RAF	S700023944-RAF	S700024262-RAF	S700024314-RAF	S700024562-RAF	S700024681-RAF	S700024707-RAF	S700024874-RAF	S700024926-RAF	S700024974-RAF	S700032184-RAF	S700032278-RAF	S700032465-RAF	S700033187-RAF	S700033253-RAF	S700033416-RAF	S700033783-RAF	S700034288-RAF	S700034960-RAF	S700035631-RAF	S700035987-RAF	S700037024-RAF	S700037050-RAF	S700037118-RAF	S700037171-RAF	S700037228-RAF	S700037331-RAF	S700037385-RAF	S700037433-RAF	S700037708-RAF	S700037842-RAF	S700037924-RAF	S700038029-RAF	S700038154-RAF	S700038255-RAF	S700038362-RAF	S700038410-RAF	S700038574-RAF	S700038622-RAF	S700038730-RAF	S700038974-RAF	S700095406-RAF	S700095463-RAF	S700095577-RAF	S700095884-RAF	S700097287-RAF	S700099055-RAF	S700099115-RAF	S700099799-RAF	S700099942-RAF	S700100466-RAF	S700101691-RAF	S700102295-RAF	S700102901-RAF	S700102958-RAF	S700103649-RAF	S700105171-RAF	S700105228-RAF	S700105900-RAF	S700106046-RAF	S700106455-RAF	S700106926-RAF	S700106974-RAF	S700107431-RAF	S700107542-RAF	S700107599-RAF	S700107812-RAF	S700107926-RAF	S700108151-RAF	S700108214-RAF	S700108274-RAF	S700108892-RAF	S700109226-RAF	S700109559-RAF	S700109977-RAF	S700110802-RAF	S700111212-RAF	S700111801-RAF	S700112038-RAF	S700112808-RAF	S700113031-RAF	S700113101-RAF	S700113152-RAF	S700113531-RAF	S700113570-RAF	S700113644-RAF	S700113672-RAF	S700113797-RAF	S700113848-RAF	S700114045-RAF	S700114187-RAF	S700114242-RAF	S700114295-RAF	S700114450-RAF	S700114513-RAF	S700114643-RAF	S700114677-RAF	S700114725-RAF	S700114775-RAF	S700114826-RAF	S700114929-RAF	S700114985-RAF	S700116386-RAF	S700116706-RAF	S700116758-RAF	S700116806-RAF	S700116836-RAF	S700116896-RAF	S700117856-RAF	S700119218-RAF	S700119618-RAF	S700119792-RAF	S700120093-RAF	S700161732-RAF	S700163656-RAF	S700163971-RAF	S700164078-RAF	S700164187-RAF	S700164220-RAF	S700164277-RAF	S700164347-RAF	S700164399-RAF	S700164495-RAF	S700164763-RAF	S700164820-RAF	S700165140-RAF	S700165308-RAF	S700165404-RAF	S700165452-RAF	S700165483-RAF	S700165854-RAF	S700165903-RAF	S700166081-RAF	S700166639-RAF	S700171469-RAF	S700171521-RAF	S700171569-RAF	S700171924-RAF	S700172211-RAF	S700173269-RAF	S700173478-RAF
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae [G1]	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.488	0.0	0.0	0.0	7.616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.202	0.0	5.185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.857	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.262	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	9.555	0.0	0.0	13.638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter	genus				0.698	0.148	0.0	2.789	0.0	0.004	0.0	0.0	1.043	1.09	0.583	2.3	0.232	0.0	0.239	0.534	2.872	0.0	0.405	0.0	0.0	0.311	0.0	0.0	0.0	0.02	0.035	0.0	0.0	0.0	0.0	0.0	0.552	1.44	1.128	0.732	0.119	0.864	0.0	0.046	0.118	0.26	0.228	0.0	0.131	0.0	0.018	0.044	0.464	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.024	0.021	0.02	0.0	0.0	1.479	0.0	0.0	0.0	0.0	0.0	0.089	0.154	0.028	0.0	0.0	0.0	0.0	0.0	0.118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	1.204	0.008	0.0	0.215	0.46	0.0	2.903	0.244	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.471	0.0	0.0	4.373	0.0	3.264
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	genus				29.407	0.037	0.0	8.19	0.61	0.35	9.609	2.394	0.0	0.886	0.325	2.484	0.0	0.0	0.179	2.363	0.418	0.741	0.152	0.0	0.01	0.0	2.873	0.037	0.0	1.633	0.035	0.0	0.0	0.0	1.13	0.23	2.606	0.43	1.343	0.371	0.149	0.242	1.175	0.046	0.118	0.079	0.171	0.0	0.052	0.0	0.018	0.222	0.012	0.0	0.016	0.0	0.481	0.0	0.0	0.087	0.0	0.289	0.939	0.0	0.0	0.0	0.107	0.0	0.588	0.0	0.095	0.0	0.643	0.0	0.0	0.0	0.089	0.107	0.0	0.072	0.0	0.047	0.0	0.101	0.0	0.018	0.0	0.0	0.011	0.035	0.081	0.0	0.0	0.0	0.0	0.0	2.786	0.0	0.0	0.0	0.141	0.0	0.419	0.0	0.0	0.0	0.0	0.01	0.0	0.034	0.044	0.0	0.018	0.0	0.0	0.062	0.352	0.0	0.0	0.063	0.0	0.0	0.0	0.306	0.0	0.0	0.287	0.0	0.0	0.0	0.0	0.844	0.042	0.224	0.043	0.058	0.391	9.12	0.022	0.705	0.314	0.0	0.0	0.0	1.551	0.0	0.0	0.064	0.601	0.236	0.087	0.997	0.0	1.828
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	genus				0.96	0.0	0.0	0.059	0.017	0.657	17.699	0.0	0.0	0.015	0.024	0.0	0.0	0.0	0.012	0.0	0.265	0.193	0.0	0.0	0.049	0.155	0.0	0.0	0.0	3.111	0.0	0.0	0.0	0.0	0.126	0.0	0.816	0.29	0.0	0.416	0.03	0.0	0.016	0.0	0.02	0.042	0.006	0.0	0.026	0.0	0.004	0.007	0.012	0.0	0.0	0.0	0.434	0.0	0.0	0.0	0.09	0.723	0.274	0.0	0.006	0.0	0.011	0.0	0.0	0.0	0.692	0.018	0.0	0.0	0.0	0.0	0.022	0.123	0.07	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.107	0.052	0.0	0.0	0.046	0.0	0.61	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.159	0.025	0.056	0.129	0.034	0.077	0.0	0.078	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.182	0.208	0.0	0.0	0.158	0.0	0.898
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia	genus				1.134	0.0	0.0	0.0	0.662	0.004	0.592	0.0	0.0	0.0	0.42	1.61	0.0	0.3	0.08	0.229	0.0	0.0	0.0	0.0	0.049	4.037	0.0	0.0	0.0	0.039	0.278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.699	0.0	0.0	0.0	0.0	0.0	0.0	0.445	0.068	0.0	0.0	0.38	0.0	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.145	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.238	0.0	0.963	0.0	0.0	0.0	0.046	0.0	0.0	0.022	0.0	0.086	0.0	1.569	0.184	1.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus	genus				0.175	0.0	0.0	0.0	0.0	0.035	0.325	0.0	0.0	1.46	0.0	0.0	0.033	0.54	0.0	1.448	0.0	0.509	0.0	0.0	0.253	1.553	5.027	0.0	0.286	0.0	3.092	0.893	0.0	0.661	0.251	0.46	0.883	0.196	1.934	1.829	0.119	0.553	1.302	0.319	0.196	2.263	0.513	0.683	0.078	0.0	0.141	0.015	0.046	0.0	0.0	0.0	0.0	0.483	18.4	3.833	5.112	0.723	0.689	0.648	0.05	0.0	0.512	0.039	0.074	0.382	1.288	0.546	2.665	11.314	0.428	0.0	0.179	0.729	0.028	0.395	0.731	1.277	0.633	0.655	6.345	0.456	0.072	1.949	0.0	0.018	2.031	0.953	2.215	5.245	0.0	0.636	0.0	28.288	28.245	68.959	1.314	0.583	0.437	21.463	30.226	0.0	0.0	46.304	0.0	17.431	8.869	0.335	7.589	2.571	8.374	0.395	0.915	0.32	0.151	34.713	0.0	0.12	0.0	0.0	1.694	14.746	0.0	0.232	1.143	0.026	0.196	0.562	0.017	0.56	5.89	1.979	0.625	6.311	0.845	3.817	0.0	0.0	1.569	0.614	0.931	3.614	0.49	0.616	0.757	0.047	4.45	0.071	0.204	2.317
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	genus				0.0	3.522	0.0	0.0	0.105	0.0	0.0	0.404	0.08	0.0	0.441	0.0	1.456	0.42	0.032	0.0	0.335	3.056	0.0	0.0	0.0	9.783	3.591	1.53	0.952	0.098	0.486	0.0	0.561	0.0	0.879	0.023	2.428	0.0	0.0	3.146	0.0	0.76	1.683	0.0	0.0	0.0	0.228	1.237	1.542	0.0	0.238	0.148	0.0	2.584	0.281	0.0	0.0	0.0	0.181	0.217	1.345	1.301	29.868	0.07	0.069	0.024	0.853	0.059	0.441	0.414	0.0	0.255	0.0	0.096	0.0	0.0	0.312	0.154	1.821	0.514	2.99	1.23	0.0	1.714	0.588	0.924	0.029	0.103	0.327	0.406	0.65	0.978	0.443	0.0	0.0	1.0	1.643	0.104	0.124	0.057	0.25	0.146	10.727	0.0	0.0	1.04	0.0	0.0	0.0	0.101	0.0	0.0	0.107	0.0	0.0	0.099	2.535	1.174	0.301	0.0	0.486	0.08	0.575	1.835	0.827	0.127	72.989	0.425	0.272	0.0	3.816	0.482	0.117	1.232	1.247	0.69	0.125	2.209	0.511	0.587	0.562	0.148	0.0	0.061	0.827	3.614	0.0	2.956	1.555	0.047	0.349	0.249	0.0	0.261
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	genus				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.417	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.115	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas	genus				0.0	0.667	0.0	0.0	2.283	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.327	0.0	0.11	0.0	0.691	2.19	0.046	0.0	0.0	0.228	0.716	0.34	0.0	0.0	0.252	0.0	0.0	0.0	0.0	0.0	0.242	0.316	0.087	0.0	0.723	1.019	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.426	0.0	0.101	0.0	0.018	0.0	1.026	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.301	0.0	0.0	0.0	0.0	0.0	0.236	0.0	0.0	0.309	0.979	0.0	0.0	0.0	0.0	0.112	0.0	0.23	0.0	0.0	0.178	0.117	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.716	0.0	0.0	0.107	65.235	0.033
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera	genus				0.96	0.0	0.0	0.059	0.0	0.21	6.154	0.0	0.0	0.015	0.01	0.0	0.0	0.0	0.0	0.0	0.265	0.017	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.126	0.0	0.0	0.0	0.0	0.091	0.02	0.0	0.016	0.0	0.02	0.028	0.006	0.0	0.0	0.0	0.004	0.007	0.012	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.09	0.723	0.075	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.024	0.018	0.0	0.0	0.0	0.0	0.022	0.038	0.07	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.107	0.052	0.0	0.0	0.0	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.04	0.008	0.056	0.129	0.0	0.031	0.0	0.033	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.053	0.0	0.734
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella	genus				0.0	5.154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197	0.0	0.099	0.0	0.016	0.0	0.0	10.424	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.049	3.44	0.279	0.0	0.0	0.691	0.0	0.0	0.393	0.242	0.951	0.0	0.0	1.19	0.046	0.0	0.121	0.006	2.262	0.0	0.0	0.0	0.0	0.0	5.713	0.0	0.0	0.0	0.0	0.0	5.181	0.269	3.757	0.944	0.183	0.151	0.083	0.277	0.01	0.0	1.784	0.286	0.073	0.0	1.42	0.0	0.0	0.134	0.0	0.518	0.079	0.133	0.402	0.058	0.277	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.176	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.313	0.0	0.0	0.0	0.526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.016	0.891	0.161	0.0	0.0	0.098	0.0	0.192	0.077	10.283	0.0	0.0	0.04	0.021	0.112	0.236	0.023	0.0	0.962	0.078	0.294	0.173	0.0	0.196	0.0	0.0	4.819	0.0	0.0	0.133	0.047	0.044	0.124	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter	genus				0.0	5.154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	10.424	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.049	3.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.242	0.768	0.0	0.0	1.19	0.046	0.0	0.121	0.006	2.262	0.0	0.0	0.0	0.0	0.0	5.713	0.0	0.0	0.0	0.0	0.0	0.06	0.269	3.757	0.944	0.0	0.132	0.083	0.256	0.0	0.0	1.784	0.286	0.073	0.0	1.42	0.0	0.0	0.134	0.0	0.518	0.079	0.133	0.213	0.058	0.227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.016	0.0	0.0	0.0	0.0	0.098	0.0	0.192	0.039	10.283	0.0	0.0	0.04	0.021	0.112	0.236	0.023	0.0	0.205	0.033	0.294	0.0	0.0	0.196	0.0	0.0	0.0	0.0	0.0	0.092	0.047	0.044	0.018	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;naeslundii	species	176	2459		0.0	0.074	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.18	0.037	0.524	0.0	0.069	0.0	0.0	0.0	0.126	0.0	0.0	0.0	1.612	0.0	0.013	0.0	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.046	0.0	0.016	0.0	0.0	0.0	0.045	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.241	0.0	0.0	0.045	0.0	0.056	0.162	0.0	0.189	0.0	0.101	0.0	0.0	0.0	0.103	0.0	0.0	0.162	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.065	0.0	0.0	0.031	0.0	0.025	0.0	0.0	0.0	0.789	3.169	0.044	0.0	0.0	1.371	0.0	0.0	0.07	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.118	1.864	0.0	0.0	0.054	0.0	0.0	0.0	0.067	0.0	0.0	0.046	0.062	0.631	0.0	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.685
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp. HMT-169	species	169	2452		0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.336	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.293	0.105	0.0	0.026	0.044	0.023	0.0	0.016	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.478	0.127	0.0	0.109	0.0	0.53	0.0	0.0	0.0	0.019	0.0	0.0	0.133	0.331	0.058	0.202	0.0	0.012	0.029	0.615	0.0	0.124	0.0	0.0	0.04	0.044	0.0	0.0	0.0	0.626	0.927	0.025	0.063	0.0	0.218	0.0	0.125	0.732	0.0	0.12	0.0	8.125	0.044	0.0	0.0	2.811	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.161	0.0	0.0	0.039	0.254	0.192	0.0	0.054	0.0	0.0	0.562	0.042	0.0	0.129	0.046	0.312	0.221	0.0	0.0	0.043	0.0	0.131	0.0	0.0	2.41	0.0	0.123	0.041	0.0	0.262	0.0	0.0	5.907
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp. HMT-170	species	170	2453		0.0	0.111	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.019	0.0	0.18	0.0	0.0	0.0	0.208	0.0	0.0	0.0	0.063	0.069	0.0	0.0	0.107	0.256	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.144	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.568	0.0	0.101	0.0	0.0	0.014	0.103	0.0	0.018	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.313	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.039	0.023	0.04	0.438	8.53	0.087	0.0	0.0	6.411	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.08	0.0	0.0	0.039	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.046	0.0	0.284	0.0	0.0	0.0	0.0	0.0	0.184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	0.0	6.201
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;odontolytica	species	701	2886	Because HMT-180 is not present individually, all equidistant reads were assigned to HMT-701 at this body site (RAF).	0.0	0.0	0.0	1.306	0.0	0.0	0.0	0.0	0.802	2.092	0.203	0.368	0.331	0.0	0.0	0.61	0.195	0.0	0.101	0.0	0.039	4.193	1.077	0.0	0.0	0.0	0.278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.558	0.512	0.0	0.968	1.556	0.0	0.157	0.631	0.114	0.0	0.105	0.217	0.026	0.326	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.184	0.359	0.0	0.0	0.141	0.0	0.0	0.107	0.088	0.147	0.0	1.24	0.546	4.412	0.626	0.183	0.0	0.089	0.058	0.0	0.057	0.0	0.331	0.288	0.302	0.94	0.025	0.0	1.026	0.0	0.018	0.081	0.125	0.403	7.184	0.0	0.0	0.0	0.209	7.849	0.057	0.0	0.0	0.031	3.899	0.075	0.655	0.0	0.0	3.067	0.202	4.325	0.019	1.378	0.069	3.408	0.0	0.0	0.0	0.075	3.7	0.243	0.04	0.0	0.0	0.354	1.568	0.0	0.0	0.163	0.0	0.196	0.08	0.0	0.224	0.129	0.138	0.75	0.189	0.133	0.117	0.043	0.0	2.353	0.0	1.241	0.602	0.0	0.123	0.123	0.425	0.0	0.142	0.061	1.469
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;sp. HMT-172	species	172	2455		0.0	0.0	0.0	0.059	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.509	0.0	0.058	0.0	0.155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.317	0.228	0.0	0.0	0.068	0.0	0.0	0.489	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.136	0.043	0.0	0.0	0.12	0.028	0.0	0.0	0.171	0.0	0.0	0.0	0.048	0.91	0.092	0.433	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.284	0.058	0.05	0.47	0.031	0.014	1.231	0.0	0.0	0.406	0.025	0.04	2.115	0.0	0.0	0.0	0.418	1.174	0.049	0.0	0.146	0.0	1.518	0.226	0.0	0.0	0.0	0.0	0.0	1.223	0.0	0.591	0.377	0.097	0.0	0.0	0.0	0.0	0.188	0.0	0.0	0.0	0.0	0.236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.414	5.422	0.0	0.493	0.082	0.0	0.175	0.0	0.0	1.501
