Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-10p	BM-90p	BM-sd	BM-prev	HP-mean	HP-10p	HP-90p	HP-sd	HP-prev	KG-mean	KG-10p	KG-90p	KG-sd	KG-prev	PT-mean	PT-10p	PT-90p	PT-sd	PT-prev	ST-mean	ST-10p	ST-90p	ST-sd	ST-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SV-mean	SV-10p	SV-90p	SV-sd	SV-prev	TD-mean	TD-10p	TD-90p	TD-sd	TD-prev	TH-mean	TH-10p	TH-90p	TH-sd	TH-prev
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella	genus			0.161	0.009	0.0	0.0	0.04	8.108	0.013	0.0	0.005	0.056	10.135	0.0	0.0	0.0	0.004	1.351	0.161	0.0	0.127	0.76	16.892	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.46	4.054	0.004	0.0	0.0	0.036	3.378	0.045	0.0	0.056	0.303	15.541	0.015	0.0	0.017	0.061	11.486	0.149	0.0	0.164	0.725	16.216
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium	genus			0.094	0.015	0.0	0.037	0.051	25.676	0.04	0.0	0.075	0.122	40.541	0.014	0.0	0.024	0.073	14.865	0.011	0.0	0.034	0.031	20.27	0.003	0.0	0.0	0.02	3.497	0.022	0.0	0.026	0.141	14.865	0.02	0.0	0.003	0.182	10.135	0.094	0.0	0.103	0.632	37.162	0.007	0.0	0.0	0.052	7.432	0.044	0.0	0.121	0.117	39.189
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella	genus			3.138	1.627	0.281	3.768	1.861	99.324	2.74	0.945	4.769	1.677	99.324	2.427	0.056	6.559	2.905	95.27	1.562	0.28	3.159	1.23	98.649	0.003	0.0	0.0	0.019	7.692	0.533	0.037	1.091	0.671	92.568	0.677	0.124	1.252	0.774	98.649	1.606	0.42	3.334	1.263	99.324	3.138	0.784	6.518	2.36	100.0	1.742	0.374	3.259	1.214	100.0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Filifactor	genus			0.092	0.005	0.0	0.015	0.016	10.811	0.002	0.0	0.0	0.01	4.73	0.001	0.0	0.0	0.008	2.027	0.086	0.0	0.134	0.3	22.297	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.234	0.329	18.919	0.017	0.0	0.035	0.069	11.486	0.031	0.0	0.129	0.082	22.973	0.001	0.0	0.0	0.006	4.054	0.026	0.0	0.031	0.138	16.216
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-9]	genus			0.163	0.014	0.0	0.047	0.035	22.297	0.012	0.0	0.048	0.031	21.622	0.004	0.0	0.0	0.031	2.703	0.117	0.0	0.188	0.441	34.459	0.0	0.0	0.0	0.0	0.0	0.163	0.0	0.407	0.243	68.243	0.039	0.0	0.099	0.11	35.135	0.014	0.0	0.048	0.052	20.27	0.003	0.0	0.002	0.009	10.135	0.048	0.0	0.064	0.255	29.73
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium	genus			0.105	0.012	0.0	0.031	0.039	20.946	0.084	0.0	0.228	0.13	61.486	0.003	0.0	0.0	0.011	7.432	0.067	0.0	0.176	0.091	60.811	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.042	0.048	24.324	0.004	0.0	0.013	0.015	11.486	0.071	0.0	0.145	0.152	58.108	0.078	0.0	0.216	0.119	54.73	0.105	0.0	0.294	0.141	64.865
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium	genus			0.304	0.016	0.0	0.036	0.06	20.27	0.004	0.0	0.006	0.016	10.135	0.007	0.0	0.0	0.066	4.73	0.005	0.0	0.0	0.037	6.081	0.0	0.0	0.0	0.0	0.0	0.226	0.0	0.61	0.44	64.189	0.304	0.0	0.865	0.476	67.568	0.012	0.0	0.046	0.03	20.946	0.002	0.0	0.0	0.008	7.432	0.005	0.0	0.0	0.026	8.108
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	genus			0.127	0.016	0.0	0.0	0.182	1.351	0.072	0.0	0.0	0.661	5.405	0.0	0.0	0.0	0.003	0.676	0.002	0.0	0.0	0.013	3.378	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.035	2.703	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.046	2.703	0.0	0.0	0.0	0.003	0.676	0.127	0.0	0.0	1.217	4.054
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella	genus			1.24	0.021	0.0	0.056	0.048	37.162	1.24	0.0	3.25	4.379	41.892	0.021	0.0	0.013	0.12	13.514	0.022	0.0	0.023	0.172	20.946	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.439	0.369	55.405	0.272	0.0	0.703	0.694	66.216	0.027	0.0	0.076	0.062	35.135	0.002	0.0	0.0	0.012	9.459	0.03	0.0	0.041	0.198	22.973
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella	genus			0.637	0.083	0.0	0.23	0.142	62.838	0.384	0.0	0.914	0.482	87.162	0.015	0.0	0.032	0.059	14.865	0.406	0.0	0.901	0.692	84.459	0.001	0.0	0.0	0.004	2.098	0.134	0.0	0.289	0.389	50.676	0.038	0.0	0.108	0.094	36.486	0.522	0.055	1.158	0.545	94.595	0.637	0.021	1.504	0.716	90.541	0.592	0.051	1.541	0.593	94.595
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Centipeda	genus			0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter	genus			0.021	0.004	0.0	0.0	0.04	2.027	0.021	0.0	0.0	0.218	2.703	0.001	0.0	0.0	0.009	0.676	0.0	0.0	0.0	0.003	0.676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.676	0.001	0.0	0.0	0.016	0.676	0.001	0.0	0.0	0.007	2.027	0.0	0.0	0.0	0.004	0.676	0.003	0.0	0.0	0.025	2.703
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia	genus			0.311	0.012	0.0	0.018	0.057	11.486	0.004	0.0	0.0	0.014	7.432	0.001	0.0	0.0	0.006	2.027	0.001	0.0	0.0	0.006	2.703	0.0	0.0	0.0	0.002	0.699	0.311	0.0	0.428	1.782	31.757	0.201	0.0	0.434	0.611	35.811	0.008	0.0	0.027	0.026	11.486	0.0	0.0	0.0	0.002	0.676	0.002	0.0	0.0	0.012	3.378
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;sp._HMT_011	species	11	Reads equally close to K. denitrificans, K. sp. HMT 932, and Eikenella sp. HMT 011 were assigned one-third to each taxon.; 	0.091	0.012	0.0	0.025	0.047	28.378	0.005	0.0	0.016	0.013	23.649	0.001	0.0	0.001	0.005	10.135	0.003	0.0	0.006	0.016	14.865	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.139	0.162	58.784	0.091	0.0	0.243	0.173	67.568	0.014	0.0	0.045	0.036	32.432	0.002	0.0	0.003	0.006	10.811	0.003	0.0	0.009	0.009	16.216
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;bacilliformis	species	13		0.108	0.007	0.0	0.013	0.027	11.486	0.004	0.0	0.0	0.041	2.027	0.002	0.0	0.0	0.016	4.73	0.002	0.0	0.0	0.013	4.73	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.123	0.211	24.324	0.108	0.0	0.303	0.349	25.676	0.004	0.0	0.018	0.015	10.811	0.001	0.0	0.0	0.006	1.351	0.008	0.0	0.0	0.089	3.378
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;oralis	species	14		0.28	0.112	0.0	0.36	0.304	37.162	0.042	0.0	0.061	0.317	22.973	0.013	0.0	0.006	0.085	10.811	0.025	0.0	0.045	0.112	13.514	0.0	0.0	0.0	0.003	2.098	0.169	0.0	0.38	0.498	31.081	0.28	0.0	0.913	0.769	35.811	0.099	0.0	0.319	0.256	38.514	0.005	0.0	0.0	0.021	9.459	0.04	0.0	0.045	0.257	18.919
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;mirabilis	species	22		3.014	0.598	0.0	1.231	1.313	85.135	0.281	0.0	0.771	0.543	76.351	0.064	0.0	0.123	0.283	33.784	0.153	0.0	0.473	0.363	58.108	0.0	0.0	0.0	0.006	0.699	1.909	0.0	4.99	2.978	87.162	3.014	0.055	6.392	4.547	93.243	1.278	0.018	3.238	1.692	90.541	0.061	0.0	0.13	0.163	45.946	0.181	0.0	0.417	0.49	59.459
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;acidovorans	species	23		0.148	0.023	0.0	0.0	0.256	6.757	0.043	0.0	0.027	0.329	16.892	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	4.73	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	2.703	0.0	0.0	0.0	0.001	0.676	0.003	0.0	0.0	0.018	4.73	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.031	1.213	12.838
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;vincentii	species	29	Reads equally close to T. vincentii and T. sp. HMT 231 were assigned half to each taxon.; 	0.214	0.014	0.0	0.026	0.064	25.676	0.007	0.0	0.02	0.021	22.297	0.002	0.0	0.0	0.008	6.081	0.07	0.0	0.148	0.227	46.622	0.0	0.0	0.0	0.0	0.0	0.214	0.0	0.572	0.443	52.703	0.062	0.0	0.199	0.168	39.865	0.027	0.0	0.081	0.045	48.649	0.011	0.0	0.032	0.029	27.703	0.033	0.0	0.054	0.155	37.162
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paraphrohaemolyticus	species	35		2.784	0.506	0.0	1.161	1.628	37.162	0.745	0.0	2.733	1.818	37.162	2.784	0.0	11.405	6.65	39.865	0.061	0.0	0.185	0.219	27.703	0.0	0.0	0.0	0.0	0.0	0.117	0.0	0.26	0.51	26.351	0.107	0.0	0.19	0.694	29.054	0.239	0.0	0.661	0.688	35.811	0.012	0.0	0.021	0.047	15.541	0.106	0.0	0.271	0.367	29.054
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;sp._HMT_036	species	36		1.469	0.605	0.0	1.619	1.513	50.0	0.138	0.0	0.334	0.466	31.081	1.469	0.0	3.669	4.588	50.676	0.177	0.0	0.579	0.519	33.108	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.068	0.127	19.595	0.03	0.0	0.039	0.135	16.892	0.19	0.0	0.418	0.54	48.649	0.012	0.0	0.044	0.034	19.595	0.117	0.0	0.163	0.612	38.514
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;sp._HMT_044	species	44		0.049	0.006	0.0	0.0	0.028	8.784	0.026	0.0	0.066	0.087	20.27	0.014	0.0	0.031	0.046	16.216	0.024	0.0	0.065	0.085	18.919	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.021	2.703	0.001	0.0	0.0	0.005	2.703	0.047	0.0	0.121	0.128	29.054	0.018	0.0	0.064	0.055	24.324	0.049	0.0	0.126	0.141	27.703
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;morbillorum	species	46	Reads equally close to G. haemolysans, G. morbillorum, and G. sanguinis were assigned one-third to each taxon.; 	1.76	1.76	0.234	4.049	1.784	99.324	0.827	0.171	1.623	0.914	99.324	0.881	0.095	1.912	0.888	99.324	0.515	0.054	1.069	0.673	97.973	0.0	0.0	0.0	0.001	1.399	0.152	0.01	0.274	0.266	90.541	0.151	0.008	0.258	0.306	90.541	0.205	0.043	0.4	0.16	96.622	0.237	0.021	0.502	0.245	97.297	0.599	0.053	1.545	0.676	97.297
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_056	species	56	Reads equally close to S. gordonii and S. sp. HMT 056 were assigned half to each taxon.; 	0.377	0.204	0.0	0.488	0.369	84.459	0.051	0.0	0.111	0.117	60.811	0.109	0.0	0.178	0.353	40.541	0.029	0.0	0.052	0.131	43.243	0.0	0.0	0.0	0.002	1.399	0.263	0.0	0.731	0.514	80.405	0.377	0.0	0.936	0.553	87.838	0.055	0.0	0.138	0.084	69.595	0.01	0.0	0.025	0.031	27.703	0.021	0.0	0.048	0.056	43.919
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_057	species	57	Reads equally close to S. australis, S. cristatus clade 578, S. parasanguinis clades 411 and 721, S. sinensis, and S. sp. HMT 057 and 066 were divided equally among taxa.; 	0.849	0.163	0.015	0.416	0.203	99.324	0.495	0.094	1.05	0.445	100.0	0.032	0.0	0.099	0.071	56.081	0.419	0.077	0.936	0.384	97.973	0.001	0.0	0.003	0.004	16.084	0.049	0.0	0.119	0.089	79.054	0.073	0.0	0.159	0.112	86.486	0.311	0.057	0.667	0.326	100.0	0.849	0.184	1.746	0.737	100.0	0.476	0.107	1.016	0.395	99.324
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._dentisani_clade_058	species	58	Reads equally close to S. infantis clade 638, S. oralis subsp. dentisani clade 058, and S. sp. HMT 061 and 074 were assigned one-fourth to each taxon.; Reads equally close to S. agalactiae, S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. pyogenes, S. sanguinis, and S. sp. HMT 061 and 074 were assigned one-fifth each to S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. sanguinis, and S. sp. HMT 061 and 074.; Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	7.528	7.528	3.072	12.477	3.665	100.0	6.04	1.613	12.584	4.157	100.0	6.781	2.164	11.796	4.018	100.0	2.616	0.34	5.588	2.784	100.0	0.002	0.0	0.005	0.005	18.881	0.781	0.13	1.56	0.903	100.0	1.026	0.246	1.805	1.228	100.0	1.399	0.421	2.598	0.91	100.0	1.393	0.425	2.748	1.002	100.0	3.054	0.422	7.227	3.066	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_061	species	61	Reads equally close to S. infantis clade 638, S. oralis subsp. dentisani clade 058, and S. sp. HMT 061 and 074 were assigned one-fourth to each taxon.; Reads equally close to S. agalactiae, S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. pyogenes, S. sanguinis, and S. sp. HMT 061 and 074 were assigned one-fifth each to S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. sanguinis, and S. sp. HMT 061 and 074.; Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	5.005	4.921	1.174	10.773	3.796	100.0	5.005	0.962	10.996	4.093	100.0	4.401	0.132	10.327	4.519	99.324	2.001	0.21	4.054	2.395	100.0	0.001	0.0	0.003	0.005	12.587	0.314	0.007	0.642	0.678	92.568	0.357	0.012	0.649	0.984	93.243	1.103	0.299	2.091	0.778	100.0	1.292	0.38	2.606	0.942	100.0	2.417	0.341	5.742	2.651	100.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;simulans	species	62	Reads equally close to C. simulans and C. striatum were assigned half to each taxon.; 	0.044	0.001	0.0	0.0	0.01	2.027	0.032	0.0	0.0	0.213	6.757	0.0	0.0	0.0	0.003	2.027	0.001	0.0	0.0	0.011	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.017	3.378	0.044	0.0	0.0	0.279	4.054	0.008	0.0	0.0	0.048	3.378
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_064	species	64	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	0.767	4.71	1.496	100.0	1.036	0.249	2.263	0.882	100.0	2.381	0.634	4.596	1.657	100.0	0.617	0.044	1.597	0.841	100.0	0.0	0.0	0.001	0.002	11.888	0.467	0.076	0.96	0.412	100.0	0.67	0.17	1.337	0.5	100.0	0.299	0.084	0.565	0.249	100.0	0.104	0.012	0.214	0.131	97.973	0.638	0.046	1.589	0.938	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_066	species	66	Reads equally close to S. australis, S. cristatus clade 578, S. parasanguinis clades 411 and 721, S. sinensis, and S. sp. HMT 057 and 066 were divided equally among taxa.; 	0.849	0.163	0.015	0.416	0.203	99.324	0.495	0.094	1.05	0.445	100.0	0.032	0.0	0.099	0.071	56.081	0.419	0.077	0.936	0.384	97.973	0.001	0.0	0.003	0.004	16.084	0.049	0.0	0.119	0.089	79.054	0.073	0.0	0.159	0.112	86.486	0.311	0.057	0.667	0.326	100.0	0.849	0.184	1.746	0.737	100.0	0.476	0.107	1.016	0.395	99.324
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._tigurinus_clade_070	species	70	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	0.767	4.71	1.496	100.0	1.036	0.249	2.263	0.882	100.0	2.381	0.634	4.596	1.657	100.0	0.617	0.044	1.597	0.841	100.0	0.0	0.0	0.001	0.002	11.888	0.467	0.076	0.96	0.412	100.0	0.67	0.17	1.337	0.5	100.0	0.299	0.084	0.565	0.249	100.0	0.104	0.012	0.214	0.131	97.973	0.638	0.046	1.589	0.938	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._tigurinus_clade_071	species	71	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	0.767	4.71	1.496	100.0	1.036	0.249	2.263	0.882	100.0	2.381	0.634	4.596	1.657	100.0	0.617	0.044	1.597	0.841	100.0	0.0	0.0	0.001	0.002	11.888	0.467	0.076	0.96	0.412	100.0	0.67	0.17	1.337	0.5	100.0	0.299	0.084	0.565	0.249	100.0	0.104	0.012	0.214	0.131	97.973	0.638	0.046	1.589	0.938	100.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;striatum	species	72	Reads equally close to C. simulans and C. striatum were assigned half to each taxon.; 	0.044	0.001	0.0	0.0	0.01	2.027	0.032	0.0	0.0	0.213	6.757	0.0	0.0	0.0	0.003	2.027	0.001	0.0	0.0	0.011	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.017	3.378	0.044	0.0	0.0	0.279	4.054	0.008	0.0	0.0	0.048	3.378
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;australis	species	73	Reads equally close to S. australis, S. cristatus clade 578, S. parasanguinis clades 411 and 721, S. sinensis, and S. sp. HMT 057 and 066 were divided equally among taxa.; 	0.849	0.163	0.015	0.416	0.203	99.324	0.495	0.094	1.05	0.445	100.0	0.032	0.0	0.099	0.071	56.081	0.419	0.077	0.936	0.384	97.973	0.001	0.0	0.003	0.004	16.084	0.049	0.0	0.119	0.089	79.054	0.073	0.0	0.159	0.112	86.486	0.311	0.057	0.667	0.326	100.0	0.849	0.184	1.746	0.737	100.0	0.476	0.107	1.016	0.395	99.324
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_074	species	74	Reads equally close to S. infantis clade 638, S. oralis subsp. dentisani clade 058, and S. sp. HMT 061 and 074 were assigned one-fourth to each taxon.; Reads equally close to S. agalactiae, S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. pyogenes, S. sanguinis, and S. sp. HMT 061 and 074 were assigned one-fifth each to S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. sanguinis, and S. sp. HMT 061 and 074.; Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	5.005	4.921	1.174	10.773	3.796	100.0	5.005	0.962	10.996	4.093	100.0	4.401	0.132	10.327	4.519	99.324	2.001	0.21	4.054	2.395	100.0	0.001	0.0	0.003	0.005	12.587	0.314	0.007	0.642	0.678	92.568	0.357	0.012	0.649	0.984	93.243	1.103	0.299	2.091	0.778	100.0	1.292	0.38	2.606	0.942	100.0	2.417	0.341	5.742	2.651	100.0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae_[G-1];bacterium_HMT_075	species	75		1.593	0.03	0.0	0.089	0.084	34.459	0.068	0.0	0.157	0.185	44.595	0.002	0.0	0.0	0.009	4.73	0.149	0.0	0.522	0.355	51.351	0.0	0.0	0.0	0.001	0.699	0.064	0.0	0.22	0.14	35.811	0.084	0.0	0.22	0.233	39.189	1.593	0.0	3.847	3.345	85.135	0.104	0.0	0.224	0.342	39.189	0.211	0.0	0.538	0.479	64.189
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;sp._HMT_078	species	78		0.088	0.016	0.0	0.054	0.04	25.0	0.009	0.0	0.019	0.044	11.486	0.001	0.0	0.0	0.004	2.027	0.018	0.0	0.041	0.068	19.595	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.251	0.15	54.054	0.045	0.0	0.162	0.097	33.108	0.014	0.0	0.058	0.032	23.649	0.001	0.0	0.0	0.007	5.405	0.009	0.0	0.0	0.061	9.459
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-7];bacterium_HMT_081	species	81	Reads equally close to HMT 081, 106, and 377 were assigned one-third to each taxon.; 	0.027	0.003	0.0	0.01	0.01	14.189	0.015	0.0	0.04	0.04	31.757	0.001	0.0	0.0	0.005	4.054	0.01	0.0	0.024	0.03	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.076	0.063	35.811	0.011	0.0	0.038	0.028	25.0	0.012	0.0	0.04	0.032	23.649
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;orale	species	82	Reads equally close to L. orale and L. umeanse were assigned half to each taxon.; 	1.0	0.131	0.0	0.359	0.166	84.459	0.386	0.045	0.969	0.448	95.946	0.05	0.0	0.098	0.217	40.541	0.76	0.092	1.777	0.754	97.297	0.0	0.0	0.0	0.0	0.0	0.141	0.0	0.34	0.264	70.946	0.141	0.0	0.423	0.237	68.919	0.315	0.075	0.658	0.312	96.622	0.853	0.106	1.996	0.976	98.649	1.0	0.117	2.604	1.264	98.649
Bacteria;Firmicutes;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae_[G-2];bacterium_HMT_085	species	85		0.447	0.013	0.0	0.048	0.028	24.324	0.038	0.0	0.118	0.061	45.946	0.002	0.0	0.0	0.009	6.757	0.099	0.0	0.329	0.17	54.73	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.027	0.096	14.189	0.009	0.0	0.015	0.034	10.811	0.447	0.0	1.289	0.712	74.324	0.062	0.0	0.167	0.13	50.0	0.127	0.0	0.423	0.206	61.486
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae_[G-2];bacterium_HMT_096	species	96		1.35	0.112	0.0	0.205	0.431	39.189	0.374	0.0	1.171	0.887	52.703	0.007	0.0	0.021	0.028	11.486	0.99	0.0	4.118	1.911	62.838	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.372	4.73	0.046	0.0	0.0	0.488	9.459	0.171	0.0	0.522	0.358	45.946	0.856	0.0	2.872	1.951	61.486	1.35	0.0	4.315	2.363	62.838
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;sp._HMT_097	species	97	Reads equally close to S. longum, S. sp. HMT 097, and S. sp. HMT 910 were assigned one-third to each taxon.; 	0.31	0.089	0.0	0.252	0.184	61.486	0.189	0.0	0.48	0.284	79.73	0.009	0.0	0.012	0.037	16.216	0.298	0.0	0.907	0.416	79.054	0.0	0.0	0.0	0.002	0.699	0.003	0.0	0.001	0.015	10.135	0.006	0.0	0.02	0.022	17.568	0.184	0.0	0.511	0.233	81.081	0.31	0.0	0.803	0.404	83.784	0.264	0.0	0.659	0.383	81.081
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;nonliquefaciens	species	98	Reads equally close to M. catarrhalis and M. nonliquefaciens were assigned half to each taxon.; 	0.378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.009	0.676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.676	0.0	0.0	0.0	0.0	0.0	0.378	0.0	0.0	3.118	4.73
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;macacae	species	99	Reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one-fourth to each taxon.; 	1.078	0.383	0.0	1.146	0.794	86.486	0.196	0.0	0.399	0.557	81.757	0.115	0.0	0.186	0.325	57.432	0.091	0.0	0.117	0.309	66.892	0.0	0.0	0.0	0.0	0.0	0.633	0.0	1.375	1.147	85.811	1.078	0.009	3.057	1.515	93.243	0.422	0.0	1.057	0.581	87.162	0.025	0.0	0.068	0.05	58.784	0.069	0.0	0.188	0.14	65.541
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae_[G-3];bacterium_HMT_100	species	100		0.172	0.029	0.0	0.098	0.067	29.73	0.042	0.0	0.137	0.101	31.081	0.003	0.0	0.0	0.012	8.784	0.138	0.0	0.392	0.427	39.865	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.363	0.173	64.865	0.172	0.0	0.496	0.271	64.189	0.078	0.0	0.245	0.185	38.514	0.071	0.0	0.147	0.207	29.054	0.115	0.0	0.3	0.338	31.081
