Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	ST-mean	ST-sd	ST-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium	genus			13.318	0.383	0.932	82.432	0.42	1.55	81.081	0.285	2.322	35.811	0.179	1.085	54.73	0.001	0.006	4.196	8.379	7.071	98.649	13.318	8.32	99.324	0.231	0.363	80.405	0.129	0.565	51.351	0.166	0.514	64.189
Bacteria;Firmicutes;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae_[G-1]	genus			1.593	0.03	0.084	34.459	0.068	0.185	44.595	0.002	0.009	4.73	0.149	0.355	51.351	0.0	0.001	0.699	0.064	0.14	35.811	0.084	0.233	39.189	1.593	3.345	85.135	0.104	0.342	39.189	0.211	0.479	64.189
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium	genus			2.856	0.288	0.443	87.838	0.894	0.805	97.973	0.04	0.15	34.459	1.237	0.938	98.649	0.0	0.001	1.399	0.114	0.233	61.486	0.066	0.147	47.297	2.856	3.031	100.0	1.446	0.988	99.324	1.471	1.179	97.973
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-7]	genus			0.284	0.027	0.092	31.757	0.07	0.144	47.973	0.008	0.025	12.162	0.07	0.151	45.27	0.0	0.0	0.0	0.284	0.326	76.351	0.215	0.315	68.243	0.174	0.322	62.838	0.051	0.107	37.162	0.066	0.146	41.216
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum	genus			1.207	0.23	0.252	87.838	0.531	0.536	95.946	0.09	0.288	45.27	1.004	0.827	97.973	0.0	0.0	0.0	0.435	0.651	83.784	0.489	0.636	86.486	0.483	0.38	96.622	1.113	1.103	98.649	1.207	1.419	98.649
Bacteria;Firmicutes;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae_[G-2]	genus			0.447	0.013	0.028	24.324	0.038	0.061	45.946	0.002	0.009	6.757	0.099	0.17	54.73	0.0	0.0	0.0	0.015	0.096	14.189	0.009	0.034	10.811	0.447	0.712	74.324	0.062	0.13	50.0	0.127	0.206	61.486
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae_[G-2]	genus			1.35	0.112	0.431	39.189	0.374	0.887	52.703	0.007	0.028	11.486	0.99	1.911	62.838	0.0	0.0	0.0	0.046	0.372	4.73	0.046	0.488	9.459	0.171	0.358	45.946	0.856	1.951	61.486	1.35	2.363	62.838
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum	genus			0.879	0.182	0.283	70.946	0.457	0.601	88.514	0.023	0.075	25.0	0.799	0.955	92.568	0.0	0.002	0.699	0.04	0.125	37.162	0.047	0.144	37.838	0.395	0.408	92.568	0.852	1.037	92.568	0.879	1.024	94.595
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella	genus			0.756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	1.351	0.0	0.0	0.0	0.001	0.018	0.676	0.0	0.0	0.0	0.0	0.003	0.676	0.0	0.0	0.0	0.756	6.237	4.73
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae_[G-3]	genus			0.172	0.029	0.067	29.73	0.042	0.101	31.081	0.003	0.012	8.784	0.138	0.427	39.865	0.0	0.0	0.0	0.125	0.173	64.865	0.172	0.271	64.189	0.078	0.185	38.514	0.071	0.207	29.054	0.115	0.338	31.081
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Parvimonas	genus			0.594	0.067	0.116	55.405	0.24	0.375	68.243	0.023	0.124	13.514	0.414	0.805	80.405	0.001	0.006	2.098	0.594	0.678	87.838	0.143	0.195	68.919	0.171	0.208	75.676	0.193	0.343	56.757	0.225	0.475	72.297
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus	genus			0.173	0.03	0.069	34.459	0.145	0.209	70.946	0.005	0.019	10.811	0.139	0.212	70.946	0.0	0.003	1.399	0.048	0.13	31.757	0.013	0.041	20.27	0.173	0.279	70.946	0.087	0.12	66.216	0.165	0.29	73.649
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister	genus			0.64	0.04	0.099	33.784	0.03	0.072	35.135	0.001	0.006	5.405	0.127	0.329	49.324	0.64	1.405	41.259	0.395	0.715	70.946	0.125	0.283	44.595	0.183	0.229	79.054	0.012	0.059	14.865	0.078	0.326	35.811
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Anaeroglobus	genus			0.058	0.004	0.024	8.108	0.002	0.011	5.405	0.0	0.0	0.0	0.026	0.151	9.459	0.0	0.0	0.0	0.058	0.239	20.946	0.025	0.168	10.811	0.012	0.033	20.946	0.003	0.024	4.054	0.012	0.111	4.73
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera	genus			0.686	0.066	0.128	46.622	0.298	0.508	72.297	0.016	0.071	15.541	0.383	0.595	75.676	0.0	0.003	2.098	0.055	0.294	20.946	0.014	0.083	12.162	0.686	0.794	89.865	0.423	0.608	77.027	0.666	0.886	85.135
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas	genus			3.117	0.163	0.249	76.351	0.237	0.313	83.108	0.219	0.81	41.216	0.726	1.172	89.865	0.0	0.003	0.699	2.103	2.059	97.297	1.824	1.961	93.243	3.117	3.998	99.324	0.228	0.358	75.676	0.868	1.064	95.27
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Veillonellaceae_[G-1]	genus			0.286	0.012	0.031	18.919	0.008	0.038	9.459	0.001	0.006	2.027	0.012	0.063	17.568	0.0	0.0	0.0	0.286	0.542	58.108	0.107	0.214	41.216	0.108	0.155	60.811	0.001	0.004	3.378	0.003	0.012	8.784
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella	genus			11.764	3.15	2.808	100.0	5.946	3.871	100.0	4.824	5.401	98.649	7.196	4.349	100.0	0.043	0.199	30.07	4.022	5.576	98.649	3.788	4.277	100.0	11.764	6.022	100.0	10.091	4.887	100.0	8.148	4.782	100.0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Catonella	genus			0.525	0.062	0.111	54.73	0.206	0.226	86.486	0.019	0.061	22.973	0.3	0.284	93.919	0.0	0.0	0.0	0.313	0.417	83.108	0.141	0.244	65.541	0.525	0.575	92.568	0.283	0.271	89.865	0.308	0.346	90.541
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus	genus			0.07	0.016	0.044	23.649	0.047	0.078	43.243	0.002	0.007	5.405	0.07	0.122	57.432	0.0	0.0	0.0	0.066	0.127	43.919	0.023	0.057	29.054	0.037	0.07	43.919	0.042	0.08	42.568	0.055	0.088	49.324
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces	genus			3.583	0.743	1.524	88.514	0.631	1.228	93.919	0.188	0.518	56.081	0.7	1.218	91.216	0.001	0.004	2.797	3.223	5.362	99.324	3.583	4.846	99.324	0.366	0.519	92.568	1.045	1.767	91.216	0.851	1.305	94.595
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia	genus			4.074	0.517	0.7	89.189	2.136	1.825	99.324	0.129	0.357	39.865	2.313	2.467	97.973	0.002	0.009	5.594	0.233	0.873	70.946	0.108	0.217	69.595	1.346	1.504	100.0	4.074	3.685	99.324	2.755	2.413	97.973
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Peptidiphaga	genus			0.593	0.053	0.244	27.027	0.016	0.108	16.892	0.037	0.418	6.081	0.008	0.026	14.189	0.0	0.0	0.0	0.593	1.25	72.973	0.565	0.904	75.0	0.018	0.048	26.351	0.002	0.011	5.405	0.006	0.018	14.189
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia	genus			3.708	1.203	2.365	91.216	1.162	1.608	93.243	0.195	0.68	50.676	0.46	0.707	81.081	0.001	0.003	2.797	2.299	3.818	93.919	3.708	5.368	98.649	0.68	0.964	94.595	1.331	2.087	83.784	0.516	0.717	82.432
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Arachnia	genus			0.625	0.018	0.049	26.351	0.016	0.107	20.946	0.009	0.089	4.054	0.008	0.033	12.162	0.0	0.005	2.098	0.568	0.867	83.784	0.625	1.175	85.811	0.019	0.042	29.73	0.001	0.006	3.378	0.009	0.049	12.162
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium	genus			14.944	2.994	3.115	100.0	3.379	3.023	99.324	2.182	3.304	96.622	10.717	7.73	99.324	0.001	0.006	5.594	14.944	8.993	100.0	8.326	6.251	100.0	6.83	4.687	100.0	8.418	7.635	100.0	6.059	5.52	100.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium	genus			0.442	0.442	2.578	37.162	0.05	0.127	24.324	0.12	0.782	17.568	0.065	0.193	27.703	0.0	0.0	0.0	0.003	0.015	5.405	0.002	0.01	4.054	0.134	0.413	31.081	0.015	0.094	14.189	0.136	0.525	25.676
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia	genus			4.896	0.812	0.982	95.946	1.138	1.653	97.973	0.267	0.833	66.892	3.617	4.521	97.973	0.0	0.001	0.699	3.026	3.381	96.622	4.896	4.758	99.324	1.184	1.06	99.324	2.457	3.515	97.297	4.386	5.842	98.649
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia	genus			1.091	0.217	0.507	63.514	0.441	1.007	64.865	0.04	0.244	18.919	1.091	1.829	68.919	0.0	0.001	0.699	0.273	0.507	66.216	0.202	0.553	70.27	0.271	0.508	75.0	0.936	2.074	66.892	0.948	1.489	68.919
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	genus			5.754	3.634	4.318	99.324	3.814	3.591	98.649	4.083	6.192	89.865	4.579	4.882	98.649	0.001	0.006	5.594	4.68	4.901	98.649	3.871	3.531	94.595	5.754	4.645	100.0	4.381	5.564	95.946	4.031	4.825	95.946
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_[F-2];Bacteroidales_[G-2]	genus			1.198	0.051	0.252	33.784	0.013	0.044	18.243	0.003	0.016	5.405	0.159	0.667	30.405	0.0	0.0	0.0	1.198	2.025	62.162	0.449	0.905	54.054	0.149	0.287	64.865	0.004	0.017	9.459	0.015	0.042	20.27
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella	genus			0.558	0.051	0.091	51.351	0.049	0.113	42.568	0.009	0.039	10.811	0.286	0.542	66.892	0.0	0.001	0.699	0.558	0.909	75.0	0.332	0.456	67.568	0.118	0.138	72.297	0.097	0.372	41.216	0.165	0.373	58.784
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	genus			15.517	3.029	3.922	100.0	8.671	6.518	100.0	0.902	1.55	86.486	12.604	9.154	100.0	0.002	0.007	9.79	10.117	9.721	100.0	4.041	4.484	98.649	15.517	8.51	100.0	11.766	7.43	100.0	13.438	8.63	99.324
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella	genus			7.926	1.136	2.785	96.622	1.482	1.51	99.324	7.926	11.034	85.811	2.772	3.792	100.0	0.001	0.004	2.797	1.308	2.3	89.189	0.654	1.082	81.757	3.062	2.704	99.324	1.839	1.828	97.973	2.942	2.767	99.324
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella	genus			0.621	0.176	0.192	89.189	0.104	0.12	77.703	0.252	0.356	72.973	0.145	0.236	75.0	0.0	0.0	0.0	0.435	0.469	89.865	0.621	0.615	94.595	0.196	0.184	87.162	0.111	0.232	61.486	0.102	0.163	69.595
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga	genus			8.703	0.729	1.241	95.27	0.311	0.515	93.243	0.239	0.796	52.703	1.405	2.522	90.541	0.001	0.007	2.098	6.819	5.011	99.324	8.703	4.887	99.324	1.501	1.197	99.324	0.531	1.147	83.108	0.898	2.173	85.811
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia	genus			0.312	0.232	0.46	64.189	0.084	0.19	48.649	0.058	0.258	25.676	0.023	0.06	30.405	0.0	0.001	0.699	0.188	0.448	57.432	0.312	0.618	69.595	0.109	0.181	58.108	0.01	0.037	19.595	0.041	0.115	35.811
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio	genus			0.037	0.004	0.018	8.784	0.008	0.023	19.595	0.0	0.003	0.676	0.021	0.058	29.73	0.0	0.0	0.0	0.0	0.005	0.676	0.0	0.0	0.0	0.02	0.069	22.973	0.02	0.058	27.027	0.037	0.104	37.162
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter	genus			1.959	0.916	1.757	92.568	0.242	0.383	74.324	1.244	2.883	83.784	0.756	2.622	75.0	0.0	0.002	0.699	1.697	2.096	87.162	1.959	2.254	93.919	0.944	1.139	93.919	0.07	0.178	59.459	0.21	0.374	77.703
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella	genus			0.966	0.084	0.166	62.162	0.228	1.463	62.838	0.101	0.309	36.486	0.031	0.174	37.838	0.0	0.0	0.0	0.712	1.26	91.216	0.966	1.29	95.946	0.109	0.177	75.676	0.019	0.051	32.432	0.025	0.045	43.243
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-1]	genus			0.144	0.019	0.054	30.405	0.144	0.203	71.622	0.003	0.024	3.378	0.095	0.13	64.189	0.0	0.002	0.699	0.016	0.033	25.676	0.005	0.017	12.162	0.099	0.167	58.108	0.096	0.119	67.568	0.136	0.161	72.297
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella	genus			0.161	0.009	0.04	8.108	0.013	0.056	10.135	0.0	0.004	1.351	0.161	0.76	16.892	0.0	0.0	0.0	0.065	0.46	4.054	0.004	0.036	3.378	0.045	0.303	15.541	0.015	0.061	11.486	0.149	0.725	16.216
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium	genus			0.094	0.015	0.051	25.676	0.04	0.122	40.541	0.014	0.073	14.865	0.011	0.031	20.27	0.003	0.02	3.497	0.022	0.141	14.865	0.02	0.182	10.135	0.094	0.632	37.162	0.007	0.052	7.432	0.044	0.117	39.189
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella	genus			3.138	1.627	1.861	99.324	2.74	1.677	99.324	2.427	2.905	95.27	1.562	1.23	98.649	0.003	0.019	7.692	0.533	0.671	92.568	0.677	0.774	98.649	1.606	1.263	99.324	3.138	2.36	100.0	1.742	1.214	100.0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Filifactor	genus			0.092	0.005	0.016	10.811	0.002	0.01	4.73	0.001	0.008	2.027	0.086	0.3	22.297	0.0	0.0	0.0	0.092	0.329	18.919	0.017	0.069	11.486	0.031	0.082	22.973	0.001	0.006	4.054	0.026	0.138	16.216
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-9]	genus			0.163	0.014	0.035	22.297	0.012	0.031	21.622	0.004	0.031	2.703	0.117	0.441	34.459	0.0	0.0	0.0	0.163	0.243	68.243	0.039	0.11	35.135	0.014	0.052	20.27	0.003	0.009	10.135	0.048	0.255	29.73
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium	genus			0.105	0.012	0.039	20.946	0.084	0.13	61.486	0.003	0.011	7.432	0.067	0.091	60.811	0.0	0.0	0.0	0.016	0.048	24.324	0.004	0.015	11.486	0.071	0.152	58.108	0.078	0.119	54.73	0.105	0.141	64.865
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium	genus			0.304	0.016	0.06	20.27	0.004	0.016	10.135	0.007	0.066	4.73	0.005	0.037	6.081	0.0	0.0	0.0	0.226	0.44	64.189	0.304	0.476	67.568	0.012	0.03	20.946	0.002	0.008	7.432	0.005	0.026	8.108
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	genus			0.127	0.016	0.182	1.351	0.072	0.661	5.405	0.0	0.003	0.676	0.002	0.013	3.378	0.0	0.0	0.0	0.004	0.035	2.703	0.0	0.0	0.0	0.007	0.046	2.703	0.0	0.003	0.676	0.127	1.217	4.054
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella	genus			1.24	0.021	0.048	37.162	1.24	4.379	41.892	0.021	0.12	13.514	0.022	0.172	20.946	0.0	0.0	0.0	0.168	0.369	55.405	0.272	0.694	66.216	0.027	0.062	35.135	0.002	0.012	9.459	0.03	0.198	22.973
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella	genus			0.637	0.083	0.142	62.838	0.384	0.482	87.162	0.015	0.059	14.865	0.406	0.692	84.459	0.001	0.004	2.098	0.134	0.389	50.676	0.038	0.094	36.486	0.522	0.545	94.595	0.637	0.716	90.541	0.592	0.593	94.595
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Centipeda	genus			0.072	0.003	0.007	47.297	0.002	0.003	37.162	0.012	0.051	29.054	0.009	0.028	56.081	0.0	0.0	0.0	0.072	0.078	93.243	0.059	0.074	89.189	0.021	0.035	85.135	0.001	0.002	18.243	0.004	0.014	46.622
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter	genus			0.021	0.004	0.04	2.027	0.021	0.218	2.703	0.001	0.009	0.676	0.0	0.003	0.676	0.0	0.0	0.0	0.0	0.005	0.676	0.001	0.016	0.676	0.001	0.007	2.027	0.0	0.004	0.676	0.003	0.025	2.703
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia	genus			0.311	0.012	0.057	11.486	0.004	0.014	7.432	0.001	0.006	2.027	0.001	0.006	2.703	0.0	0.002	0.699	0.311	1.782	31.757	0.201	0.611	35.811	0.008	0.026	11.486	0.0	0.002	0.676	0.002	0.012	3.378
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;sp._HMT_011	species	11	Reads equally close to K. denitrificans, K. sp. HMT 932, and Eikenella sp. HMT 011 were assigned one-third to each taxon.; 	0.091	0.012	0.047	28.378	0.005	0.013	23.649	0.001	0.005	10.135	0.003	0.016	14.865	0.0	0.0	0.0	0.064	0.162	58.784	0.091	0.173	67.568	0.014	0.036	32.432	0.002	0.006	10.811	0.003	0.009	16.216
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;bacilliformis	species	13		0.108	0.007	0.027	11.486	0.004	0.041	2.027	0.002	0.016	4.73	0.002	0.013	4.73	0.0	0.0	0.0	0.064	0.211	24.324	0.108	0.349	25.676	0.004	0.015	10.811	0.001	0.006	1.351	0.008	0.089	3.378
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;oralis	species	14		0.28	0.112	0.304	37.162	0.042	0.317	22.973	0.013	0.085	10.811	0.025	0.112	13.514	0.0	0.003	2.098	0.169	0.498	31.081	0.28	0.769	35.811	0.099	0.256	38.514	0.005	0.021	9.459	0.04	0.257	18.919
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;vestibularis	species	21	Reads equally close to S. salivarius, S. thermophilus, S. vestibularis, and S. anginosus were assigned half to S. salivarius and half to S. anginosus.; 	0.129	0.001	0.006	4.054	0.043	0.445	17.568	0.001	0.005	6.757	0.039	0.364	16.892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.676	0.014	0.125	8.784	0.129	1.379	22.973	0.069	0.754	13.514
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;mirabilis	species	22		3.014	0.598	1.313	85.135	0.281	0.543	76.351	0.064	0.283	33.784	0.153	0.363	58.108	0.0	0.006	0.699	1.909	2.978	87.162	3.014	4.547	93.243	1.278	1.692	90.541	0.061	0.163	45.946	0.181	0.49	59.459
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;acidovorans	species	23		0.148	0.023	0.256	6.757	0.043	0.329	16.892	0.0	0.0	0.0	0.001	0.006	4.73	0.0	0.0	0.0	0.001	0.006	2.703	0.0	0.001	0.676	0.003	0.018	4.73	0.0	0.0	0.0	0.148	1.213	12.838
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;vincentii	species	29	Reads equally close to T. vincentii and T. sp. HMT 231 were assigned half to each taxon.; 	0.214	0.014	0.064	25.676	0.007	0.021	22.297	0.002	0.008	6.081	0.07	0.227	46.622	0.0	0.0	0.0	0.214	0.443	52.703	0.062	0.168	39.865	0.027	0.045	48.649	0.011	0.029	27.703	0.033	0.155	37.162
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paraphrohaemolyticus	species	35		2.784	0.506	1.628	37.162	0.745	1.818	37.162	2.784	6.65	39.865	0.061	0.219	27.703	0.0	0.0	0.0	0.117	0.51	26.351	0.107	0.694	29.054	0.239	0.688	35.811	0.012	0.047	15.541	0.106	0.367	29.054
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;sp._HMT_036	species	36		1.469	0.605	1.513	50.0	0.138	0.466	31.081	1.469	4.588	50.676	0.177	0.519	33.108	0.0	0.0	0.0	0.033	0.127	19.595	0.03	0.135	16.892	0.19	0.54	48.649	0.012	0.034	19.595	0.117	0.612	38.514
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;sp._HMT_044	species	44		0.049	0.006	0.028	8.784	0.026	0.087	20.27	0.014	0.046	16.216	0.024	0.085	18.919	0.0	0.0	0.0	0.003	0.021	2.703	0.001	0.005	2.703	0.047	0.128	29.054	0.018	0.055	24.324	0.049	0.141	27.703
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;morbillorum	species	46	Reads equally close to G. haemolysans, G. morbillorum, and G. sanguinis were assigned one-third to each taxon.; 	1.76	1.76	1.784	99.324	0.827	0.914	99.324	0.881	0.888	99.324	0.515	0.673	97.973	0.0	0.001	1.399	0.152	0.266	90.541	0.151	0.306	90.541	0.205	0.16	96.622	0.237	0.245	97.297	0.599	0.676	97.297
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_056	species	56	Reads equally close to S. gordonii and S. sp. HMT 056 were assigned half to each taxon.; 	0.377	0.204	0.369	84.459	0.051	0.117	60.811	0.109	0.353	40.541	0.029	0.131	43.243	0.0	0.002	1.399	0.263	0.514	80.405	0.377	0.553	87.838	0.055	0.084	69.595	0.01	0.031	27.703	0.021	0.056	43.919
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_057	species	57	Reads equally close to S. australis, S. cristatus clade 578, S. parasanguinis clades 411 and 721, S. sinensis, and S. sp. HMT 057 and 066 were divided equally among taxa.; 	0.849	0.163	0.203	99.324	0.495	0.445	100.0	0.032	0.071	56.081	0.419	0.384	97.973	0.001	0.004	16.084	0.049	0.089	79.054	0.073	0.112	86.486	0.311	0.326	100.0	0.849	0.737	100.0	0.476	0.395	99.324
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._dentisani_clade_058	species	58	Reads equally close to S. infantis clade 638, S. oralis subsp. dentisani clade 058, and S. sp. HMT 061 and 074 were assigned one-fourth to each taxon.; Reads equally close to S. agalactiae, S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. pyogenes, S. sanguinis, and S. sp. HMT 061 and 074 were assigned one-fifth each to S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. sanguinis, and S. sp. HMT 061 and 074.; Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	7.528	7.528	3.665	100.0	6.04	4.157	100.0	6.781	4.018	100.0	2.616	2.784	100.0	0.002	0.005	18.881	0.781	0.903	100.0	1.026	1.228	100.0	1.399	0.91	100.0	1.393	1.002	100.0	3.054	3.066	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_061	species	61	Reads equally close to S. infantis clade 638, S. oralis subsp. dentisani clade 058, and S. sp. HMT 061 and 074 were assigned one-fourth to each taxon.; Reads equally close to S. agalactiae, S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. pyogenes, S. sanguinis, and S. sp. HMT 061 and 074 were assigned one-fifth each to S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. sanguinis, and S. sp. HMT 061 and 074.; Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	5.005	4.921	3.796	100.0	5.005	4.093	100.0	4.401	4.519	99.324	2.001	2.395	100.0	0.001	0.005	12.587	0.314	0.678	92.568	0.357	0.984	93.243	1.103	0.778	100.0	1.292	0.942	100.0	2.417	2.651	100.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;simulans	species	62	Reads equally close to C. simulans and C. striatum were assigned half to each taxon.; 	0.044	0.001	0.01	2.027	0.032	0.213	6.757	0.0	0.003	2.027	0.001	0.011	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.017	3.378	0.044	0.279	4.054	0.008	0.048	3.378
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_064	species	64	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	1.496	100.0	1.036	0.882	100.0	2.381	1.657	100.0	0.617	0.841	100.0	0.0	0.002	11.888	0.467	0.412	100.0	0.67	0.5	100.0	0.299	0.249	100.0	0.104	0.131	97.973	0.638	0.938	100.0
