ID type,FeatureID,HMT,Kingdom,Phylum,Class,Order,Family,Genus,Species,Assign_reads_to,UC01,UC02,UC03,UC04,UC06,UC08,UC09,UC11,UC13,UC15,UC16,UC18,UC19,UC25,UC29,UC30,UC31,UC32,UC34,UC35
0,HMT398,398,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis_subsp.dentisani_clade_398,100,154,0,0,0,0,0,0,0,34,0,0,0,17,0,0,0,0,586,0,0
0,HMT707,707,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis_subsp.oralis,100,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
0,HMT411,411,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis_clade_411,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,40
0,HMT721,721,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis_clade_721,100,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,HMT755,755,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,100,166,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,65
0,HMT758,758,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sanguinis,100,81,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,37
0,HMT056,56,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp.HMT056,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,HMT064,64,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp.HMT064,100,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SS15,"064,73,398,423,431,638,677,734",Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp.HMT064:australis:oralis_subsp.dentisani_clade_398:sp.HMT423:infantis_clade_431:infantis_clade_638:mitis:pneumoniae,"12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5",209,0,0,6,16,0,0,9,214,0,32,0,0,0,0,0,869,857,2,22
0,HMT066,66,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp.HMT066,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
0,HMT423,423,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp.HMT423,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,HMT152,152,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,100,0,0,0,0,9,0,0,0,0,0,0,23,0,0,0,0,2504,0,0,0
0,HMT286,286,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,sp.HMT286,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,HMT832,832,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,otitidis,100,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14
0,HMT524,524,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,atypica,100,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
0,HMT160,160,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,dispar,100,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,26
0,HMT158,158,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,rogosae,100,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,g_Corynebacterium,,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA,not_assigned_to_species,25,402,761,3672,3751,0,5325,1,296,0,2104,0,1198,1817,1801,2,0,4,356,3696
1,g_Cutibacterium,,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,NA,not_assigned_to_species,3,35,179,0,1303,38,37,2,0,43,98,0,3,0,16,1618,0,1,0,0
1,k_Bacteria,,Bacteria,NA,NA,NA,NA,NA,NA,not_assigned_to_species,443,105,10,164,0,0,29,3,8,16,271,2,50,0,23,128,6,35,6,3
1,g_Anaerococcus,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Anaerococcus,NA,not_assigned_to_species,0,609,0,348,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
1,g_Staphylococcus,,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,not_assigned_to_species,7,56,0,9,29,12,19,82,51,17,123,0,77,22,6,3,52,31,160,0
1,c_Actinobacteria,,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA,not_assigned_to_species,3,85,0,6,0,0,0,6,6,244,29,1,36,11,6,17,0,2,2,9
1,g_Pseudomonas,,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0
1,o_Clostridiales,,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA,not_assigned_to_species,0,1,0,88,0,0,0,0,0,0,35,0,0,0,0,0,0,0,12,0
1,g_Acinetobacter,,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0
1,g_Streptococcus,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,not_assigned_to_species,14,2,0,0,0,0,0,0,67,0,0,0,0,0,0,0,8,22,0,0
1,f_Neisseriaceae,,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA,not_assigned_to_species,0,0,0,1,0,0,0,0,107,0,0,0,0,0,0,0,0,0,1,0
1,p_Firmicutes,,Bacteria,Firmicutes,NA,NA,NA,NA,NA,not_assigned_to_species,0,17,0,0,0,0,1,0,39,0,5,0,0,0,0,37,0,1,0,0
1,SS5,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,vestibularis:thermophilus:salivarius,not_assigned_to_species,87,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1,SS7,,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,afermentans:pilbarense:mucifaciens,not_assigned_to_species,0,0,0,0,0,0,0,0,77,0,0,0,13,0,0,0,0,0,0,0
1,SS28,,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,perflava:subflava:flavescens,not_assigned_to_species,31,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,46,0,0
1,o_Corynebacteriales,,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,NA,NA,NA,not_assigned_to_species,0,16,1,0,0,0,0,0,26,0,5,0,6,8,0,21,0,6,0,0
1,g_Bergeyella,,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bergeyella,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0
1,g_Kingella,,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
1,f_Micrococcaceae,,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,NA,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,15,0,0
1,g_Peptoniphilus,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,NA,not_assigned_to_species,0,5,0,0,0,0,9,0,0,17,14,0,6,0,0,0,0,0,0,0
1,SS45,,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp.HMT180:odontolyticus,not_assigned_to_species,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,8,0,11
1,c_Bacilli,,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3
1,SS37,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus:salivarius,not_assigned_to_species,0,0,0,0,1,0,0,1,0,0,0,9,0,0,0,0,28,0,0,0
1,SS22,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis_subsp.tigurinus_clade_071:sanguinis,not_assigned_to_species,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,0
1,SS39,,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,aerogenes:pneumoniae,not_assigned_to_species,0,0,0,0,0,18,0,0,0,0,0,0,0,0,11,0,0,0,0,0
1,g_Granulicatella,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2
1,SS42,,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,dispar:parvula,not_assigned_to_species,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
1,SS78,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,pentosus:plantarum,not_assigned_to_species,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
1,SS40,,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,rogosae:dispar:parvula:atypica,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1,g_Fusobacterium,,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
1,SS47,,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum_subsp.vincentii:naviforme,not_assigned_to_species,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SS48,,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,periodonticum:nucleatum_subsp.polymorphum:sp.HMT204:hwasookii,not_assigned_to_species,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1,SS49,,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,periodonticum:hwasookii,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
1,SS62,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis_clade_411:parasanguinis_clade_721,not_assigned_to_species,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,g_Neisseria,,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,NA,not_assigned_to_species,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1,g_Gemella,,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,NA,not_assigned_to_species,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
1,SS8,,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,afermentans:pilbarense,not_assigned_to_species,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
1,g_Moraxella,,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
1,g_Prevotella,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
1,g_Veillonella,,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1,SS41,,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,rogosae:dispar,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
1,f_Peptoniphilaceae,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,NA,NA,not_assigned_to_species,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1,o_Micrococcales,,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,NA,NA,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1,SS72,,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,flava:mucosa,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,SS46,,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,aeria:dentocariosa,not_assigned_to_species,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2
1,g_Actinomyces,,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1,g_Bacteroides,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1,SS21,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp.HMT066:sp.HMT074,not_assigned_to_species,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,c_Negativicutes,,Bacteria,Firmicutes,Negativicutes,NA,NA,NA,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1,SS27,,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,macacae:mucosa,not_assigned_to_species,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,g_Porphyromonas,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA,not_assigned_to_species,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,SS6,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,vestibularis:salivarius,not_assigned_to_species,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,g_Haemophilus,,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1,p_Actinobacteria,,Bacteria,Actinobacteria,NA,NA,NA,NA,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1,SS29,,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,perflava:flavescens,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,SS12,,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,sp.HMT036:haemolyticus,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1,f_Leptotrichiaceae,,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,NA,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,p_Proteobacteria,,Bacteria,Proteobacteria,NA,NA,NA,NA,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,SS26,,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,macacae:flava:mucosa:sicca,not_assigned_to_species,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,g_Selenomonas,,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,NA,not_assigned_to_species,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,g_Aggregatibacter,,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,NA,not_assigned_to_species,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,f_Rhodobacteraceae,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,SS13,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis_subsp.dentisani_clade_058:cristatus_clade_578,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,SS71,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,constellatus:intermedius,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,g_Mycobacterium,,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,o_Actinomycetales,,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,NA,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,p_Bacteroidetes,,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,g_Paenibacillus,,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA,not_assigned_to_species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
