Taxonomy	Rank	HMT	Notes	Max	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	ANA-mean	ANA-10p	ANA-90p	ANA-sd	ANA-prev	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	LAF-mean	LAF-10p	LAF-90p	LAF-sd	LAF-prev	LRC-mean	LRC-10p	LRC-90p	LRC-sd	LRC-prev	MVA-mean	MVA-10p	MVA-90p	MVA-sd	MVA-prev	PFO-mean	PFO-10p	PFO-90p	PFO-sd	PFO-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	RAF-mean	RAF-10p	RAF-90p	RAF-sd	RAF-prev	RRC-mean	RRC-10p	RRC-90p	RRC-sd	RRC-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	STO-mean	STO-10p	STO-90p	STO-sd	STO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	VIN-mean	VIN-10p	VIN-90p	VIN-sd	VIN-prev
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;adiacens	species	534		2.683	0.261	0.01	0.715	0.562	90.909	0.104	0.0	0.201	0.333	48.667	0.842	0.086	1.983	0.872	95.89	1.694	0.378	3.489	1.189	99.329	0.245	0.0	0.662	0.704	47.126	0.068	0.0	0.122	0.343	35.632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.451	0.15	3.094	1.541	99.333	0.252	0.0	0.795	0.56	42.396	0.04	0.0	0.071	0.198	28.329	1.255	0.077	2.748	1.235	90.769	0.0	0.0	0.0	0.0	0.0	0.41	0.051	0.939	0.459	96.026	0.471	0.05	1.133	0.441	98.013	1.508	0.151	3.096	1.769	97.024	2.683	0.473	5.416	2.265	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans	species	596		2.109	2.109	0.0	5.656	2.911	82.517	0.068	0.0	0.108	0.485	24.333	0.989	0.0	3.314	1.562	77.397	0.885	0.0	2.897	1.446	77.852	0.132	0.0	0.348	0.412	31.034	0.021	0.0	0.05	0.087	20.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179	0.0	0.326	0.655	54.667	0.104	0.0	0.214	0.426	23.041	0.026	0.0	0.027	0.292	18.697	0.35	0.0	0.762	1.127	56.154	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.1	0.218	41.06	0.045	0.0	0.099	0.158	44.371	0.144	0.0	0.377	0.406	45.238	0.02	0.0	0.048	0.079	32.258	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;anginosus	species	543		0.206	0.019	0.0	0.02	0.102	13.287	0.014	0.0	0.0	0.161	5.667	0.05	0.0	0.159	0.147	33.562	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.058	4.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181	0.0	0.436	0.692	46.0	0.01	0.0	0.0	0.06	5.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.213	0.229	38.411	0.061	0.0	0.186	0.136	50.331	0.074	0.0	0.083	0.362	25.893	0.0	0.0	0.0	0.0	0.0	0.206	0.0	0.099	0.806	29.577
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;australis	species	073	Some of the reads equidistant from these taxa (058-070-071-073-398-423-431-638-677-707-734-851) are included in HMT-073 because they are too close to differentiate at these sites (AKE,THR).;Reads equidistant to HMT-073 and HMT-398 were assigned to each taxon in proportion to the abundance of HMT-073 and HMT-398 individually at these sites (ANA,BMU,PTO).;Reads equidistant to HMT-061 and HMT-073 were assigned to each taxon in proportion to the abundance of HMT-061 and HMT-073 individually at this body site (HPA).;Reads equidistant to HMT-066 and HMT-073 were assigned to each taxon in proportion to the abundance of HMT-066 and HMT-073 individually at these sites (LAF,LRC,RAF,RRC,SAL,TDO).;Reads equidistant to HMT-073 and HMT-638 were assigned to each taxon in proportion to the abundance of HMT-073 and HMT-638 individually at this body site (THR).;	1.856	0.186	0.0	0.397	0.46	85.315	0.056	0.0	0.141	0.175	37.667	1.222	0.039	2.969	2.786	95.89	1.516	0.132	3.74	1.679	100.0	0.145	0.0	0.378	0.402	39.08	0.037	0.0	0.035	0.195	24.713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.017	0.08	2.501	1.323	98.0	0.191	0.0	0.508	0.599	34.101	0.024	0.0	0.036	0.144	20.113	0.911	0.0	2.153	1.309	88.462	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.082	0.088	55.629	0.044	0.0	0.13	0.085	64.238	0.959	0.064	2.518	1.279	96.726	1.856	0.135	4.925	2.388	98.71	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;constellatus	species	576		0.098	0.01	0.0	0.0	0.095	6.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.051	1.724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.211	0.394	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.065	0.126	19.643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;gordonii	species	622	Because HMT-056 is not present individually, all equidistant reads were assigned to HMT-622 at these sites (SUBP,SUPP).	0.74	0.309	0.0	0.466	1.019	66.434	0.026	0.0	0.054	0.109	23.0	0.711	0.014	2.052	1.043	91.781	0.085	0.0	0.197	0.254	64.43	0.096	0.0	0.162	0.42	21.839	0.015	0.0	0.017	0.105	15.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.049	0.242	42.0	0.108	0.0	0.183	0.52	19.816	0.025	0.0	0.018	0.25	16.147	0.064	0.0	0.179	0.124	50.769	0.0	0.0	0.0	0.0	0.0	0.582	0.027	1.565	1.001	94.702	0.74	0.059	2.073	0.97	97.351	0.028	0.0	0.06	0.103	32.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;intermedius	species	644		0.561	0.078	0.0	0.077	0.324	34.965	0.006	0.0	0.009	0.028	11.333	0.024	0.0	0.052	0.062	43.151	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.009	0.068	10.345	0.009	0.0	0.0	0.087	6.609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.172	0.328	36.667	0.018	0.0	0.0	0.116	9.217	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.081	0.096	45.385	0.0	0.0	0.0	0.0	0.0	0.561	0.012	1.524	0.785	90.728	0.116	0.0	0.273	0.202	78.808	0.084	0.0	0.05	0.437	24.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mitis	species	677	Some of the reads equidistant from these taxa (058-070-071-073-398-423-431-638-677-707-734-851) are included in HMT-677 because they are too close to differentiate at these sites (AKE,BMU,HPA,PTO,SAL,SUBP,SUPP,THR).;Because HMT-058 is not present individually, all equidistant reads were assigned to HMT-677 at this these sites (BMU,HPA).;Reads equidistant to HMT-398 and HMT-677 were assigned to each taxon in proportion to the abundance of HMT-398 and HMT-677 individually at these sites (AKE,ANA,LAF,LRC,PTO,RAF,RRC,SAL,SUBP,SUPP,THR,TDO).	42.515	42.515	17.134	70.986	19.593	100.0	1.234	0.006	2.973	3.826	90.0	37.195	14.301	64.31	19.253	100.0	29.049	6.266	55.727	18.781	100.0	2.0	0.0	5.492	2.801	83.333	0.379	0.0	1.036	0.907	76.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.978	0.281	23.533	12.476	100.0	1.901	0.0	5.376	2.81	85.253	0.33	0.0	0.879	0.781	74.788	4.409	0.524	8.722	4.544	97.692	0.0	0.0	0.0	0.0	0.0	2.298	0.104	4.71	6.771	99.338	1.528	0.23	3.287	2.627	100.0	8.58	0.364	25.685	13.006	100.0	0.632	0.061	1.746	0.876	99.355	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;peroris	species	728		0.059	0.011	0.0	0.017	0.072	22.378	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.016	0.06	19.863	0.027	0.0	0.043	0.101	27.517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.038	0.26	33.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.075	0.1	29.231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.022	0.219	16.964	0.059	0.0	0.039	0.278	34.839	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;salivarius	species	755		15.665	0.671	0.0	1.402	1.927	84.615	0.223	0.0	0.478	0.621	65.0	0.837	0.017	2.002	1.789	90.411	3.935	0.274	10.665	4.882	97.987	1.309	0.0	3.737	3.173	67.816	0.187	0.0	0.327	0.611	57.471	0.192	0.0	0.13	1.023	62.162	0.041	0.0	0.052	0.175	31.579	5.626	0.462	12.177	6.497	98.667	1.513	0.0	4.06	3.8	69.585	0.155	0.0	0.271	0.72	49.008	2.623	0.063	7.299	3.605	94.615	15.665	0.0	36.173	16.497	84.967	0.088	0.0	0.059	0.509	52.318	0.0	0.0	0.0	0.0	0.0	5.366	0.376	12.67	6.035	98.81	6.789	0.565	15.209	6.222	100.0	0.119	0.0	0.098	0.594	56.338
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sanguinis	species	758	Reads equidistant to HMT-071 and HMT-758 were assigned to each taxon in proportion to the abundance of HMT-071 and HMT-758 individually at these sites (AKE,SUBP,SUPP).;Some of the reads equidistant from these taxa (071-398-758) are included in HMT-758 because they are too close to differentiate at this site (SUBP).;	4.167	1.191	0.031	2.778	2.958	95.804	0.11	0.0	0.307	0.259	52.0	1.044	0.063	2.585	1.742	95.89	0.323	0.01	0.759	0.514	91.275	0.259	0.0	0.829	0.628	46.552	0.078	0.0	0.14	0.362	34.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.202	0.57	73.333	0.247	0.0	0.755	0.612	47.465	0.083	0.0	0.124	0.434	34.278	0.584	0.014	1.319	0.734	90.0	0.0	0.0	0.0	0.0	0.0	3.197	0.364	7.185	3.963	99.338	4.167	0.797	8.733	3.869	99.338	0.15	0.0	0.348	0.351	69.94	0.027	0.0	0.074	0.037	69.677	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;vestibularis	species	021		2.966	2.966	0.0	8.253	8.829	74.126	0.029	0.0	0.053	0.124	23.333	1.5	0.016	5.346	2.834	92.466	2.771	0.0	8.764	6.579	89.262	0.075	0.0	0.238	0.199	27.011	0.019	0.0	0.021	0.101	14.368	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.024	0.331	28.947	0.668	0.0	1.97	1.71	81.333	0.082	0.0	0.158	0.407	21.659	0.029	0.0	0.032	0.2	17.847	0.359	0.0	0.882	0.802	63.846	0.0	0.0	0.0	0.0	0.0	0.102	0.0	0.129	0.536	47.02	0.063	0.0	0.132	0.15	62.914	0.509	0.0	1.162	1.27	70.833	0.718	0.0	1.397	2.133	83.226	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Catonella;morbi	species	165		0.479	0.033	0.0	0.062	0.106	40.559	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.114	0.09	56.164	0.199	0.0	0.461	0.218	83.893	0.023	0.0	0.0	0.133	6.897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.406	0.06	0.967	0.438	97.333	0.016	0.0	0.0	0.079	5.991	0.006	0.0	0.0	0.079	3.966	0.479	0.0	0.943	0.795	84.615	0.0	0.0	0.0	0.0	0.0	0.206	0.0	0.502	0.254	75.497	0.079	0.0	0.245	0.159	62.252	0.346	0.0	0.818	0.496	88.095	0.366	0.024	0.794	0.392	94.839	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum;orale	species	082	Reads equidistant to HMT-082 and HMT-107 were assigned to each taxon in proportion to the abundance of HMT-082 and HMT-107 individually at this body site (THR).	0.609	0.031	0.0	0.069	0.093	32.168	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.198	0.103	69.863	0.243	0.0	0.586	0.359	83.893	0.012	0.0	0.0	0.08	4.598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.456	0.016	1.136	0.527	92.0	0.022	0.0	0.017	0.133	10.599	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.372	0.226	70.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.302	0.2	53.642	0.088	0.0	0.272	0.194	55.629	0.609	0.006	1.538	0.783	89.881	0.534	0.012	1.463	0.711	94.194	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum;umeaense	species	107	Because HMT-083 is not present individually, all equidistant reads were assigned to HMT-107 at this body site (HPA).;Reads equidistant to HMT-083 and HMT-107 were assigned to each taxon in proportion to the abundance of HMT-083 and HMT-107 individually at this body site (RAF).;Reads equidistant to HMT-082 and HMT-107 were assigned to each taxon in proportion to the abundance of HMT-082 and HMT-107 individually at this body site (THR).	0.309	0.062	0.0	0.124	0.227	51.049	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.306	0.201	75.342	0.166	0.0	0.386	0.193	82.55	0.018	0.0	0.012	0.111	10.92	0.012	0.0	0.017	0.062	15.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.303	0.014	0.653	0.354	92.667	0.022	0.0	0.027	0.091	11.06	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.323	0.157	77.692	0.0	0.0	0.0	0.0	0.0	0.116	0.0	0.276	0.218	73.51	0.109	0.0	0.326	0.199	71.523	0.309	0.0	0.694	0.402	87.798	0.245	0.023	0.542	0.253	94.194	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae [G2];bacterium HMT-096	species	096		0.949	0.009	0.0	0.018	0.041	12.587	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.096	0.174	35.616	0.244	0.0	0.779	0.567	53.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.724	0.0	2.735	1.432	62.667	0.008	0.0	0.0	0.045	6.912	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.139	0.15	32.308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.949	0.0	3.562	1.723	64.881	0.659	0.0	2.34	1.364	56.129	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium;asaccharolyticum	species	108	Reads equidistant to HMT-108 and HMT-934 were assigned to each taxon in proportion to the abundance of HMT-108 and HMT-934 individually at these sites (BMU,HPA,PTO,SAL,THR,TDO).;Because HMT-934 is not present individually, all equidistant reads were assigned to HMT-108 at these sites (LRC,RAF).;	2.387	0.027	0.0	0.063	0.057	47.552	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.436	0.249	72.603	0.646	0.077	1.339	0.683	98.658	0.032	0.0	0.041	0.178	12.069	0.074	0.0	0.0	1.207	8.621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.942	0.258	1.642	0.621	99.333	0.066	0.0	0.062	0.33	14.286	0.0	0.0	0.0	0.0	0.0	2.387	0.229	5.477	3.462	93.846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.055	0.195	2.157	0.919	96.726	1.195	0.367	2.299	0.835	99.355	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Stomatobaculum;longum	species	419		0.89	0.023	0.0	0.059	0.059	37.063	0.012	0.0	0.013	0.073	11.667	0.138	0.0	0.32	0.221	79.452	0.446	0.0	0.989	0.625	88.591	0.05	0.0	0.026	0.299	10.92	0.01	0.0	0.0	0.089	7.759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.769	0.085	1.51	0.828	96.0	0.031	0.0	0.034	0.156	11.521	0.0	0.0	0.0	0.0	0.0	0.302	0.0	0.735	0.426	77.692	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.079	0.18	44.371	0.0	0.0	0.0	0.0	0.0	0.827	0.053	1.974	0.773	94.345	0.89	0.045	1.974	1.077	94.839	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Mogibacterium;diversum	species	593		0.22	0.007	0.0	0.02	0.02	19.58	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.056	0.04	45.205	0.186	0.0	0.493	0.213	78.523	0.01	0.0	0.0	0.065	5.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166	0.012	0.378	0.176	90.667	0.003	0.0	0.0	0.015	5.069	0.0	0.0	0.0	0.0	0.0	0.139	0.0	0.359	0.212	70.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.065	0.062	47.682	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.522	0.297	83.929	0.216	0.0	0.529	0.221	87.742	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Anaerovoracaceae [G1];sulci	species	467		0.17	0.006	0.0	0.018	0.022	15.385	0.006	0.0	0.0	0.046	6.333	0.021	0.0	0.052	0.065	31.507	0.17	0.0	0.483	0.244	67.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116	0.0	0.307	0.171	71.333	0.011	0.0	0.0	0.069	4.608	0.0	0.0	0.0	0.0	0.0	0.117	0.0	0.353	0.216	59.231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.42	0.201	71.726	0.152	0.0	0.353	0.19	76.129	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;artemidis	species	124		0.081	0.025	0.0	0.015	0.117	16.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.084	1.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.044	0.073	22.308	0.0	0.0	0.0	0.0	0.0	0.081	0.0	0.224	0.218	46.358	0.026	0.0	0.087	0.067	33.775	0.004	0.0	0.0	0.031	3.274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;infelix	species	639		0.249	0.131	0.0	0.097	0.972	31.469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.108	0.298	50.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.0	0.217	0.251	54.615	0.0	0.0	0.0	0.0	0.0	0.249	0.0	0.62	0.493	72.848	0.133	0.0	0.308	0.358	57.616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;noxia	species	130		0.567	0.021	0.0	0.042	0.072	20.979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.153	3.687	0.0	0.0	0.0	0.0	0.0	0.184	0.0	0.451	0.43	66.923	0.0	0.0	0.0	0.0	0.0	0.567	0.0	1.682	1.052	79.47	0.439	0.0	1.219	0.82	73.51	0.021	0.0	0.015	0.254	14.583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-481	species	481		0.011	0.011	0.0	0.0	0.115	4.895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-920	species	920		0.179	0.087	0.0	0.002	0.77	10.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.311	6.322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179	0.0	0.54	0.318	69.536	0.077	0.0	0.186	0.197	51.656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;atypica	species	524		3.639	0.153	0.0	0.509	0.362	63.636	0.024	0.0	0.031	0.119	19.0	0.266	0.0	0.582	0.57	76.027	1.338	0.045	3.534	1.506	94.631	0.047	0.0	0.109	0.173	18.391	0.017	0.0	0.02	0.109	15.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.556	0.129	6.017	2.689	98.0	0.092	0.0	0.074	0.448	18.894	0.013	0.0	0.0	0.086	8.215	3.639	0.181	8.482	3.629	93.846	0.0	0.0	0.0	0.0	0.0	0.175	0.0	0.026	1.416	28.477	0.0	0.0	0.0	0.0	0.0	3.016	0.078	7.143	2.745	93.75	2.034	0.107	4.464	2.03	97.419	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;dispar	species	160	Reads equidistant to HMT-158 and HMT-160 were assigned to each taxon in proportion to the abundance of HMT-158 and HMT-160 individually at these sites (AKE,BMU,HPA,LAF,PTO,SAL,THR,TDO).;Reads equidistant to HMT-160 and HMT-161 were assigned to each taxon in proportion to the abundance of HMT-160 and HMT-161 individually at these sites (ANA,LRC,RAF,RRC,SUBP,SUPP).;	6.523	0.68	0.005	1.837	1.847	93.007	0.115	0.0	0.352	0.319	54.0	1.217	0.082	2.628	1.492	99.315	3.107	0.41	7.368	3.049	99.329	0.224	0.0	0.582	0.501	47.701	0.085	0.0	0.112	0.451	41.954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.495	0.626	10.01	4.186	100.0	0.284	0.0	0.769	0.707	50.691	0.046	0.0	0.083	0.207	32.295	5.132	0.846	11.202	4.258	96.154	0.0	0.0	0.0	0.0	0.0	0.342	0.023	0.714	0.835	99.338	0.087	0.004	0.22	0.121	97.351	4.722	0.79	9.338	3.685	98.81	6.523	0.935	12.715	4.649	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;parvula	species	161	Reads equidistant to HMT-160 and HMT-161 were assigned to each taxon in proportion to the abundance of HMT-160 and HMT-161 individually at these sites (AKE,ANA,BMU,HPA,LAF,LRC,PTO,RAF,RRC,SAL,SUBP,SUPP,THR).;	3.87	1.763	0.01	5.251	3.5	91.608	0.017	0.0	0.044	0.056	36.0	1.846	0.059	4.802	3.002	97.26	0.12	0.0	0.307	0.215	78.523	0.071	0.0	0.153	0.256	34.483	0.024	0.0	0.025	0.133	29.598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.103	0.445	64.0	0.064	0.0	0.138	0.203	34.101	0.023	0.0	0.043	0.094	24.646	0.708	0.0	1.591	0.816	89.231	0.0	0.0	0.0	0.0	0.0	3.476	0.249	10.049	4.265	100.0	3.87	0.251	8.425	4.466	99.338	0.074	0.0	0.11	0.287	61.905	0.01	0.0	0.021	0.037	30.968	0.0	0.0	0.0	0.0	0.0
